drugbank_id,entrez_id,evidence
DB00795,1244,DrugBank (transporter)
DB00531,1577,DrugBank (enzyme)
DB05521,1520,ChEMBL
DB00922,5139,DrugBank (target)
DB00731,1551,DrugBank (enzyme)
DB01151,6531,ChEMBL;PDSP Ki
DB01240,5739,DrugBank (target);DrugCentral (ChEMBL)
DB01234,1558,DrugBank (enzyme)
DB01098,9429,DrugBank (transporter)
DB00151,2937,DrugBank (target)
DB01283,1559,DrugBank (enzyme)
DB00697,152,DrugBank (target);DrugCentral (ChEMBL)
DB00122,5140,DrugCentral (ChEMBL)
DB00768,1576,DrugBank (enzyme)
DB00289,6531,DrugBank (target)
DB01135,1140,DrugCentral (ChEMBL)
DB00695,1244,DrugBank (transporter)
DB00454,2904,DrugBank (target)
DB00208,1544,DrugBank (enzyme)
DB01303,5143,DrugCentral (ChEMBL)
DB01183,1558,DrugBank (enzyme)
DB00253,866,DrugBank (carrier)
DB01623,3358,PDSP Ki
DB00675,1577,DrugBank (enzyme)
DB00917,10257,DrugBank (transporter)
DB01098,10599,DrugBank (transporter)
DB01558,2554,DrugBank (target)
DB00437,7498,DrugBank (enzyme);DrugBank (target);DrugCentral (ChEMBL)
DB01254,3055,ChEMBL;PubChem
DB01263,5243,DrugBank (transporter)
DB01221,1555,DrugBank (enzyme)
DB04574,6462,DrugBank (carrier)
DB00130,8833,DrugBank (enzyme)
DB00553,1543,DrugBank (enzyme)
DB06262,148,DrugBank (target);DrugCentral (ChEMBL)
DB00169,1555,DrugBank (enzyme)
DB00376,1129,DrugBank (target);PDSP Ki
DB00527,6331,DrugBank (target);DrugCentral (ChEMBL)
DB06201,6331,DrugCentral (ChEMBL)
DB03147,2232,DrugBank (target)
DB00541,9429,DrugBank (transporter)
DB01261,1803,BindingDB;ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB01238,1133,DrugBank (target)
DB00700,1585,DrugBank (enzyme)
DB00242,56655,DrugBank (target)
DB00182,134864,DrugBank (target)
DB06216,152,DrugBank (target)
DB00297,6336,DrugBank (target)
DB08815,1813,DrugBank (target);DrugCentral (label)
DB00300,4830,DrugBank (enzyme)
DB00857,1544,DrugBank (enzyme)
DB00648,2230,DrugBank (target)
DB00199,10864,DrugBank (transporter)
DB00641,1555,DrugBank (enzyme)
DB00434,3350,PDSP Ki
DB01283,54600,DrugBank (enzyme)
DB00494,1312,DrugBank (enzyme);DrugBank (target);DrugCentral (ChEMBL)
DB00997,9429,DrugBank (transporter)
DB01095,1577,DrugBank (enzyme)
DB09009,6326,DrugCentral (ChEMBL)
DB00244,240,DrugBank (target);DrugCentral (ChEMBL)
DB06210,1544,DrugBank (enzyme)
DB01169,1543,DrugBank (enzyme)
DB00606,762,DrugBank (target)
DB00606,759,DrugBank (target)
DB00553,1553,DrugBank (enzyme)
DB01558,2559,DrugBank (target)
DB00810,1565,DrugBank (enzyme)
DB00514,1559,DrugBank (enzyme)
DB00934,1565,DrugBank (enzyme)
DB00328,10864,DrugBank (transporter)
DB06772,9429,DrugBank (transporter)
DB01559,1576,DrugBank (enzyme)
DB01170,6530,DrugBank (target);DrugCentral (ChEMBL)
DB00805,1813,DrugBank (target)
DB00228,213,DrugBank (carrier)
DB06616,7525,ChEMBL
DB00736,495,DrugBank (target);DrugCentral (ChEMBL)
DB00717,213,DrugBank (carrier)
DB00390,1583,DrugBank (enzyme)
DB05271,1815,ChEMBL;DrugBank (target)
DB04953,10,DrugBank (enzyme)
DB00145,2741,DrugBank (target)
DB00787,9356,DrugBank (transporter)
DB06616,558,ChEMBL
DB00563,2348,DrugBank (transporter)
DB05521,5004,DrugBank (carrier)
DB00636,2939,DrugBank (enzyme)
DB01032,1559,DrugBank (enzyme)
DB00690,55879,DrugBank (target)
DB00246,3358,ChEMBL;DrugBank (target);PDSP Ki;US Patent
DB06196,290,DrugBank (target)
DB01595,2568,DrugBank (target)
DB01015,1559,DrugBank (enzyme)
DB00445,1717,ChEMBL
DB00570,7283,DrugBank (target)
DB08865,6788,ChEMBL
DB05294,285220,ChEMBL
DB00526,538,DrugBank (transporter)
DB01238,152,DrugBank (target)
DB01229,10382,DrugCentral (literature)
DB00279,28234,DrugBank (transporter)
DB01120,6833,DrugBank (target);DrugCentral (literature)
DB00762,1555,DrugBank (enzyme)
DB00452,7852,DrugBank (target)
DB01203,5243,DrugBank (transporter)
DB01104,5243,DrugBank (transporter)
DB01009,1558,DrugBank (enzyme)
DB06288,3363,DrugBank (target)
DB01120,3767,DrugCentral (literature)
DB00345,6582,DrugBank (transporter)
DB00331,4701,DrugCentral (ChEMBL)
DB00799,5915,DrugBank (target);DrugCentral (ChEMBL)
DB01244,773,DrugBank (target)
DB00455,3269,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB00163,23541,DrugBank (target)
DB01182,1565,DrugBank (enzyme)
DB04878,6476,ChEMBL
DB00783,6581,DrugBank (transporter)
DB00944,590,DrugBank (target)
DB01023,5243,DrugBank (transporter)
DB00333,1558,DrugBank (enzyme)
DB00675,1571,DrugBank (enzyme)
DB08864,1544,DrugBank (enzyme)
DB01589,2556,DrugBank (target);DrugCentral (ChEMBL)
DB00286,11309,DrugBank (transporter)
DB01021,476,DrugBank (target)
DB05294,7010,DrugBank (target)
DB01204,1545,DrugBank (enzyme)
DB01050,7056,DrugBank (target)
DB00688,54577,DrugBank (enzyme)
DB00126,54681,DrugBank (target)
DB00836,4985,DrugBank (target)
DB00126,121642,DrugBank (target)
DB01138,1555,DrugBank (enzyme)
DB06616,51135,ChEMBL
DB00623,3358,PDSP Ki
DB01202,1244,DrugBank (transporter)
DB00897,2559,DrugBank (target);DrugCentral (ChEMBL)
DB00531,5243,DrugBank (transporter)
DB00203,10257,DrugBank (transporter)
DB00734,3350,ChEMBL;DrugBank (target);PDSP Ki
DB01340,6564,DrugBank (transporter)
DB00590,90134,DrugBank (target)
DB01544,1559,DrugBank (enzyme)
DB01117,1723,DrugBank (target)
DB00443,5319,BindingDB
DB00224,1244,DrugBank (transporter)
DB00371,5243,DrugBank (transporter)
DB00675,10280,ChEMBL
DB01166,1576,DrugBank (enzyme)
DB01020,2977,DrugBank (target);DrugCentral (ChEMBL)
DB00938,1576,DrugBank (enzyme)
DB08828,1557,DrugBank (enzyme)
DB00780,1577,DrugBank (enzyme)
DB00317,388228,ChEMBL
DB01073,5422,DrugBank (target)
DB01138,1558,DrugBank (enzyme)
DB00104,4353,DrugBank (enzyme)
DB08865,5871,ChEMBL
DB01110,27345,DrugBank (target)
DB01026,1577,DrugBank (enzyme)
DB00160,206358,DrugBank (target)
DB00977,1244,DrugBank (transporter)
DB00116,123263,DrugBank (target)
DB01050,1080,DrugBank (target)
DB01346,3775,DrugBank (target)
DB04953,9132,DrugBank (target);DrugCentral (ChEMBL)
DB01076,1559,DrugBank (enzyme)
DB00850,1555,DrugBank (enzyme)
DB00795,240,DrugBank (target);DrugCentral (ChEMBL)
DB00315,3352,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB08896,2321,DrugBank (target)
DB06616,6788,ChEMBL
DB01435,1562,DrugBank (enzyme)
DB00636,1555,DrugBank (enzyme)
DB06813,7298,DrugBank (target)
DB01197,1565,DrugBank (enzyme)
DB00752,1548,DrugBank (enzyme);US Patent
DB01235,1644,DrugBank (enzyme)
DB00331,4705,DrugCentral (ChEMBL)
DB00286,28234,DrugBank (transporter)
DB00997,4720,DrugBank (enzyme)
DB00171,65061,DrugBank (target)
DB00162,116362,DrugBank (carrier)
DB00295,54659,DrugBank (enzyme)
DB00829,2563,DrugBank (target)
DB05271,1565,DrugBank (enzyme)
DB08882,1803,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB06589,1558,DrugBank (enzyme)
DB00829,2566,DrugBank (target);DrugCentral (ChEMBL)
DB00571,1565,DrugBank (enzyme)
DB00935,3354,PDSP Ki
DB00818,1543,DrugBank (enzyme)
DB00934,1129,DrugBank (target)
DB01148,5150,DrugCentral (ChEMBL)
DB00391,768,BindingDB;ChEMBL
DB08865,5587,ChEMBL
DB01239,3358,DrugBank (target)
DB00927,9376,DrugBank (transporter)
DB00201,5293,DrugBank (target)
DB01056,6334,DrugCentral (ChEMBL)
DB00809,1132,DrugBank (target)
DB00331,4716,DrugCentral (ChEMBL)
DB00091,4363,DrugBank (transporter)
DB00441,6240,DrugBank (target);DrugCentral (ChEMBL)
DB00170,632,DrugBank (target)
DB00155,23569,DrugBank (target)
DB01198,1558,DrugBank (enzyme)
DB00540,6530,ChEMBL;DrugBank (target);DrugCentral (ChEMBL);PDSP Ki
DB00641,1244,DrugBank (transporter)
DB00543,3363,ChEMBL;DrugBank (target)
DB06218,759,ChEMBL
DB00119,117247,DrugBank (transporter)
DB01268,54861,ChEMBL
DB06148,151,DrugBank (target)
DB00482,10257,DrugBank (transporter)
DB01002,1576,DrugBank (enzyme)
DB01254,2051,ChEMBL
DB06716,2561,DrugBank (target);DrugCentral (label)
DB00915,116443,DrugBank (target);DrugCentral (ChEMBL)
DB06262,154,DrugBank (target);DrugCentral (ChEMBL)
DB08916,2066,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB09000,3356,PDSP Ki
DB00390,481,DrugCentral (ChEMBL)
DB00199,1551,DrugBank (enzyme)
DB00368,155,DrugBank (target);DrugCentral (ChEMBL)
DB00471,11309,DrugBank (transporter)
DB01236,1576,DrugBank (enzyme)
DB06212,1576,DrugBank (enzyme)
DB00575,1565,DrugBank (enzyme)
DB00279,8140,DrugBank (transporter)
DB01183,1576,DrugBank (enzyme)
DB00104,6755,DrugBank (target);DrugCentral (ChEMBL)
DB01200,146,DrugBank (target);PDSP Ki
DB00589,1565,DrugBank (enzyme)
DB00184,1571,DrugBank (enzyme)
DB00678,56606,DrugBank (transporter)
DB00295,4987,ChEMBL
DB00227,1576,DrugBank (enzyme)
DB09009,6328,DrugCentral (ChEMBL)
DB01268,5605,ChEMBL;PubChem
DB00599,2566,DrugCentral (ChEMBL)
DB00755,1548,DrugBank (enzyme)
DB00624,1545,DrugBank (enzyme)
DB00469,1559,DrugBank (enzyme)
DB01396,5243,DrugBank (transporter)
DB00734,3005,US Patent
DB00811,5167,DrugBank (target)
DB01138,116085,DrugCentral (ChEMBL)
DB00134,4141,DrugBank (enzyme)
DB00586,55867,DrugBank (transporter)
DB00213,496,DrugCentral (ChEMBL)
DB00458,1555,DrugBank (enzyme)
DB06207,7364,DrugBank (enzyme)
DB00257,1544,DrugBank (enzyme)
DB00171,3303,BindingDB
DB01267,3352,DrugBank (target);PDSP Ki
DB00541,1244,DrugBank (transporter)
DB00882,1543,DrugBank (enzyme)
DB00201,1576,DrugBank (enzyme)
DB00656,5243,DrugBank (transporter)
DB04844,6571,DrugBank (target);DrugCentral (ChEMBL)
DB00158,9429,DrugBank (transporter)
DB00586,6329,DrugBank (target)
DB00897,2568,DrugBank (target)
DB00641,54659,DrugBank (enzyme)
DB00481,1558,DrugBank (enzyme)
DB06772,28234,DrugBank (transporter)
DB00161,117247,DrugBank (transporter)
DB00589,3358,DrugBank (target);PDSP Ki
DB00398,285220,ChEMBL
DB01203,153,BindingDB;DrugBank (target);DrugCentral (ChEMBL)
DB01403,1565,DrugBank (enzyme)
DB00361,347733,DrugCentral (literature)
DB00688,28234,DrugBank (transporter)
DB00273,760,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB00536,3746,DrugCentral (ChEMBL)
DB00695,23632,BindingDB
DB00755,1555,DrugBank (enzyme)
DB00456,5778,PubChem
DB00199,4363,DrugBank (transporter)
DB00172,64175,DrugBank (target)
DB00824,136,DrugBank (target)
DB00363,1565,DrugBank (enzyme)
DB01179,1576,DrugBank (enzyme)
DB08815,1576,DrugBank (enzyme)
DB00540,148,DrugBank (target)
DB00363,2328,DrugBank (enzyme)
DB00783,1543,DrugBank (enzyme)
DB01151,1571,DrugBank (enzyme)
DB00909,55800,DrugBank (target)
DB04855,6323,DrugBank (target)
DB00849,2898,DrugBank (target)
DB01023,1558,DrugBank (enzyme)
DB00459,5947,DrugBank (target)
DB08815,3350,DrugBank (target)
DB04942,5914,ChEMBL;DrugBank (target)
DB00568,59340,PDSP Ki
DB00640,134,DrugBank (target);DrugCentral (ChEMBL)
DB01032,55867,DrugBank (target);DrugBank (transporter);DrugCentral (ChEMBL)
DB00726,3358,DrugBank (target)
DB00412,10599,DrugBank (transporter)
DB00333,1559,DrugBank (enzyme)
DB00425,1544,DrugBank (enzyme)
DB00424,1128,DrugBank (target);DrugCentral (KEGG DRUG)
DB01020,2982,DrugCentral (ChEMBL)
DB01093,1565,DrugBank (enzyme)
DB01254,2065,ChEMBL
DB08896,1557,DrugBank (enzyme)
DB00887,766,BindingDB
DB01329,213,DrugBank (carrier)
DB00755,6256,BindingDB;ChEMBL
DB04868,762,ChEMBL
DB01595,2558,DrugBank (target)
DB00835,3269,DrugBank (target);DrugCentral (ChEMBL);PDSP Ki
DB00726,6531,DrugBank (target);DrugCentral (IUPHAR)
DB01589,2568,DrugBank (target)
DB01614,213,DrugBank (carrier)
DB01268,1612,ChEMBL
DB01041,7124,DrugBank (target)
DB00801,2566,DrugBank (target);DrugCentral (ChEMBL)
DB00398,3358,ChEMBL
DB00852,7124,DrugBank (target)
DB00908,10599,DrugBank (transporter)
DB00659,116444,DrugCentral (ChEMBL)
DB00513,5340,DrugBank (target);DrugCentral (ChEMBL)
DB04574,1576,DrugBank (enzyme)
DB00420,146,DrugBank (target)
DB08800,5747,ChEMBL
DB01274,1557,DrugBank (enzyme)
DB00411,5321,DrugBank (enzyme)
DB00220,5243,DrugBank (transporter)
DB00146,1591,DrugBank (enzyme)
DB00925,146,DrugBank (target)
DB00741,5243,DrugBank (transporter)
DB00918,1565,DrugBank (enzyme)
DB00999,6559,DrugBank (target);DrugCentral (ChEMBL)
DB00432,7298,DrugBank (target)
DB06148,3357,DrugBank (target);DrugCentral (IUPHAR);PDSP Ki
DB00843,1565,DrugBank (enzyme)
DB04842,3356,DrugBank (target);PDSP Ki
DB00176,1544,DrugBank (enzyme)
DB01254,27,ChEMBL;DrugBank (target)
DB00589,3357,DrugBank (target);DrugCentral (label);PDSP Ki
DB00176,100861540,DrugBank (enzyme)
DB00485,6564,DrugBank (transporter)
DB01579,148,DrugBank (target)
DB00368,6581,DrugBank (transporter)
DB00172,2058,DrugBank (target)
DB04574,2099,DrugBank (target);DrugCentral (label)
DB00458,6532,ChEMBL;DrugBank (target);DrugCentral (ChEMBL);PDSP Ki
DB00887,763,BindingDB
DB08912,3984,DrugBank (target)
DB01559,200959,DrugBank (target)
DB00707,3949,DrugBank (target)
DB01159,1559,DrugBank (enzyme)
DB00454,6532,DrugBank (target)
DB00922,3767,DrugBank (target)
DB01248,1244,DrugBank (transporter)
DB06151,2903,DrugBank (target)
DB00945,7157,DrugBank (target)
DB00252,213,DrugBank (carrier)
DB00949,1571,DrugBank (enzyme)
DB00674,1146,DrugBank (target)
DB01098,1559,DrugBank (enzyme)
DB00143,373156,ChEMBL;DrugBank (target)
DB00445,7153,ChEMBL;DrugBank (target)
DB00171,2180,DrugBank (target)
DB04878,2548,ChEMBL;DrugCentral (literature)
DB00829,2570,DrugBank (target)
DB01595,2570,DrugBank (target)
DB01159,3783,DrugBank (target)
DB08912,102724428,DrugBank (target)
DB00333,4986,PDSP Ki
DB00854,4988,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB01114,1577,DrugBank (enzyme)
DB00936,1645,DrugBank (target)
DB01224,1131,DrugBank (target)
DB06616,5243,DrugBank (transporter)
DB06751,5141,DrugBank (target)
DB01054,100861540,DrugBank (enzyme)
DB01589,2555,DrugBank (target);DrugCentral (ChEMBL)
DB00143,2936,DrugBank (target)
DB08896,5159,DrugBank (target)
DB00390,10599,DrugBank (transporter)
DB00690,200959,DrugBank (target)
DB09017,5724,PDSP Ki
DB00408,1133,DrugBank (target)
DB00425,1576,DrugBank (enzyme)
DB00861,9356,ChEMBL;DrugBank (transporter)
DB05294,640,ChEMBL;PubChem
DB00201,6261,DrugBank (target)
DB00490,1576,DrugBank (enzyme)
DB00800,1813,ChEMBL
DB00495,5243,DrugBank (transporter)
DB00398,3815,DrugBank (target);DrugCentral (ChEMBL)
DB01151,5004,DrugBank (carrier)
DB00564,10928,DrugBank (transporter)
DB00503,10599,DrugBank (transporter)
DB00898,1571,DrugBank (enzyme)
DB00444,8648,PubChem
DB00434,1131,DrugBank (target)
DB04868,4067,ChEMBL
DB01216,1577,DrugBank (enzyme)
DB08865,11183,ChEMBL
DB01009,5742,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB00603,2908,ChEMBL
DB01567,2558,DrugBank (target)
DB00160,117247,DrugBank (transporter)
DB04573,5243,DrugBank (transporter)
DB01224,1129,DrugBank (target);PDSP Ki
DB00128,444,DrugBank (target)
DB01023,1551,DrugBank (enzyme)
DB00619,1436,ChEMBL;DrugBank (target);PubChem
DB00286,53919,DrugBank (transporter)
DB00674,1143,DrugBank (target)
DB00661,8911,DrugBank (target)
DB08868,8877,DrugBank (enzyme)
DB06772,1577,DrugBank (enzyme)
DB00755,1562,DrugBank (enzyme)
DB01046,1181,DrugBank (target);DrugCentral (ChEMBL)
DB00648,866,DrugBank (carrier)
DB01092,9376,DrugBank (transporter)
DB08860,28234,DrugBank (transporter)
DB00972,11255,ChEMBL
DB00277,5143,DrugCentral (ChEMBL)
DB08877,6885,ChEMBL
DB00519,1636,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB00997,10327,DrugBank (enzyme)
DB04868,5159,ChEMBL
DB01159,116444,DrugBank (target)
DB06637,3757,DrugCentral (ChEMBL)
DB03147,7296,DrugBank (target)
DB00668,1559,DrugBank (enzyme)
DB00790,6564,DrugBank (transporter)
DB00651,135,DrugBank (target)
DB00468,1557,DrugBank (enzyme)
DB00331,4697,DrugCentral (ChEMBL)
DB01101,1806,DrugBank (enzyme)
DB00539,1543,DrugBank (enzyme)
DB00622,5243,DrugBank (transporter)
DB00481,2099,BindingDB;ChEMBL;DrugBank (target);DrugCentral (IUPHAR)
DB01183,4988,ChEMBL;DrugBank (target);DrugCentral (ChEMBL);DrugCentral (label)
DB01103,5321,DrugBank (target)
DB06287,5243,DrugBank (transporter)
DB01058,1565,DrugBank (enzyme)
DB01203,155,BindingDB
DB00139,8801,DrugBank (target)
DB00334,59340,DrugBank (target)
DB06589,5156,ChEMBL;DrugBank (target);DrugCentral (ChEMBL);PubChem
DB00143,221357,DrugBank (target)
DB00285,6530,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB00897,2555,DrugBank (target);DrugCentral (ChEMBL)
DB08907,1576,DrugBank (enzyme)
DB00973,10599,DrugBank (transporter)
DB00515,540,DrugBank (transporter)
DB00788,7364,DrugBank (enzyme)
DB00316,6822,DrugBank (enzyme)
DB01608,147,DrugBank (target)
DB00489,154,DrugBank (target);DrugCentral (ChEMBL)
DB01114,1551,DrugBank (enzyme)
DB01586,9971,DrugCentral (ChEMBL)
DB00705,1551,DrugBank (enzyme)
DB01396,213,DrugBank (carrier)
DB01261,5243,DrugBank (transporter)
DB00343,779,ChEMBL
DB00334,5243,DrugBank (transporter)
DB00328,5320,DrugBank (target)
DB00343,786,DrugBank (target)
DB00255,9429,ChEMBL;DrugBank (transporter)
DB00248,152,DrugBank (target)
DB00887,762,BindingDB
DB00203,5146,ChEMBL
DB01234,1557,DrugBank (enzyme)
DB00284,277,BindingDB
DB01206,1576,DrugBank (enzyme)
DB00961,6323,DrugCentral (ChEMBL)
DB00999,762,BindingDB;DrugBank (target)
DB00145,6536,DrugBank (target)
DB00655,11309,DrugBank (transporter)
DB08889,5689,DrugBank (target)
DB00389,1588,DrugBank (enzyme)
DB01174,2891,DrugBank (target)
DB00289,4886,PDSP Ki
DB00541,89845,DrugBank (transporter)
DB01028,513,DrugBank (target)
DB00606,760,DrugBank (target)
DB00130,5188,DrugBank (enzyme)
DB00159,3992,DrugBank (target)
DB01296,3458,DrugBank (target)
DB00583,6583,DrugBank (target);DrugBank (transporter)
DB00393,778,DrugBank (target)
DB01406,1588,DrugBank (enzyme)
DB01252,54659,DrugBank (enzyme)
DB00437,316,DrugBank (enzyme)
DB00584,10864,DrugBank (transporter)
DB00170,1571,DrugBank (enzyme)
DB01222,1576,DrugBank (enzyme)
DB01431,2099,DrugBank (target)
DB01215,2569,DrugBank (target)
DB00546,2557,DrugCentral (KEGG DRUG)
DB00115,25974,DrugBank (target)
DB06204,54600,DrugBank (enzyme)
DB01303,5144,DrugCentral (ChEMBL)
DB00404,2561,DrugCentral (ChEMBL)
DB01051,9356,DrugBank (transporter)
DB06148,3274,ChEMBL
DB01075,3269,ChEMBL;DrugBank (target);DrugCentral (ChEMBL);PDSP Ki
DB01268,2324,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB00500,4353,DrugBank (enzyme)
DB01367,4129,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB01097,196,DrugBank (target)
DB00794,2891,DrugBank (target)
DB00672,1557,DrugBank (enzyme)
DB00134,23743,DrugBank (target)
DB00897,1576,DrugBank (enzyme)
DB00175,1244,DrugBank (transporter)
DB01118,1543,DrugBank (enzyme)
DB00229,9356,DrugBank (transporter)
DB00193,1131,DrugBank (target)
DB01226,1144,DrugCentral (ChEMBL)
DB00898,116443,DrugBank (target)
DB00338,1559,DrugBank (enzyme)
DB00135,7054,DrugBank (target)
DB00679,3363,ChEMBL
DB06616,7294,ChEMBL
DB01764,1576,DrugBank (enzyme)
DB00703,11238,BindingDB;ChEMBL
DB06616,6885,ChEMBL
DB00821,9356,DrugBank (transporter)
DB00119,5313,DrugBank (target)
DB00211,146,DrugBank (target)
DB01064,154,DrugBank (target);DrugCentral (ChEMBL)
DB00151,1036,DrugBank (target)
DB06210,54659,DrugBank (enzyme)
DB01017,836,DrugBank (target)
DB04786,23411,ChEMBL;US Patent
DB00266,1429,DrugBank (target)
DB09028,89832,DrugBank (target)
DB08865,3645,ChEMBL
DB00526,540,DrugBank (transporter)
DB01029,1558,DrugBank (enzyme)
DB01036,1557,DrugBank (enzyme)
DB00289,6530,ChEMBL;DrugBank (target);DrugCentral (ChEMBL);PDSP Ki
DB06207,1576,DrugBank (enzyme)
DB00997,85413,DrugBank (transporter)
DB00833,6564,DrugBank (transporter)
DB00904,3359,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB00882,5243,DrugBank (transporter)
DB01194,766,BindingDB;ChEMBL
DB00156,6897,DrugBank (target)
DB01151,1555,DrugBank (enzyme)
DB01013,1544,DrugBank (enzyme)
DB00589,152,DrugBank (target)
DB00541,4363,DrugBank (transporter)
DB01198,2567,DrugCentral (label)
DB00943,100861540,DrugBank (enzyme)
DB00836,773,DrugBank (target)
DB01042,8140,DrugBank (transporter)
DB00193,1555,DrugBank (enzyme)
DB01197,4313,DrugBank (target)
DB01095,28234,DrugBank (transporter)
DB00903,6557,DrugBank (target);DrugCentral (ChEMBL)
DB00553,1576,DrugBank (enzyme)
DB00780,1571,DrugBank (enzyme)
DB01268,1551,DrugBank (enzyme)
DB00842,2569,DrugBank (target)
DB00876,185,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB06287,1551,DrugBank (enzyme)
DB00321,1557,DrugBank (enzyme)
DB00434,3269,DrugBank (target);DrugCentral (ChEMBL)
DB00732,1144,DrugCentral (ChEMBL)
DB00972,1548,DrugBank (enzyme)
DB00481,2100,BindingDB;ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB00661,1555,DrugBank (enzyme)
DB06813,2356,DrugBank (enzyme)
DB01244,775,DrugCentral (literature)
DB00170,4835,DrugBank (target)
DB06702,1576,DrugBank (enzyme)
DB00686,2249,DrugBank (target)
DB00909,1557,DrugBank (enzyme)
DB00696,3357,PDSP Ki
DB00175,6579,DrugBank (transporter)
DB00122,5337,DrugBank (target)
DB01586,8647,DrugBank (transporter)
DB00909,6327,DrugBank (target)
DB00268,1576,DrugBank (enzyme)
DB00357,1588,BindingDB;ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB00306,2561,DrugCentral (ChEMBL)
DB00250,1562,DrugBank (enzyme)
DB00230,6505,DrugBank (transporter)
DB06637,3748,DrugBank (target);DrugCentral (ChEMBL)
DB00701,1565,DrugBank (enzyme)
DB01078,476,DrugBank (target);DrugCentral (ChEMBL)
DB00175,6566,DrugBank (transporter)
DB01227,4988,DrugBank (target);DrugCentral (ChEMBL)
DB01148,5143,DrugCentral (ChEMBL)
DB00208,1558,DrugBank (enzyme)
DB00915,2904,DrugCentral (ChEMBL)
DB06637,27012,DrugCentral (ChEMBL)
DB01189,2562,DrugCentral (ChEMBL)
DB00398,225689,ChEMBL;PubChem
DB00863,1577,DrugBank (enzyme)
DB00226,6530,DrugBank (target);DrugCentral (ChEMBL)
DB00300,9356,DrugBank (transporter)
DB00541,1551,DrugBank (enzyme)
DB00321,1129,DrugBank (target);PDSP Ki
DB00116,6472,DrugBank (target)
DB00792,1565,DrugBank (enzyme)
DB01140,6564,DrugBank (transporter)
DB06616,27102,ChEMBL
DB00154,5743,DrugBank (target)
DB00713,6565,DrugBank (transporter)
DB00338,1583,DrugBank (enzyme)
DB01119,6559,DrugBank (target)
DB01124,6833,DrugBank (target);DrugCentral (literature)
DB01424,100861540,DrugBank (enzyme)
DB00717,1551,DrugBank (enzyme)
DB00678,54658,DrugBank (enzyme)
DB05812,5004,DrugBank (carrier)
DB00349,5243,DrugBank (transporter)
DB01338,1131,DrugBank (target)
DB00420,1128,DrugBank (target)
DB00296,6326,DrugCentral (ChEMBL)
DB01268,1452,ChEMBL
DB00714,3352,DrugBank (target)
DB00145,570,DrugBank (target)
DB01267,151,DrugBank (target)
DB01071,1576,DrugBank (enzyme)
DB00750,6331,DrugBank (target)
DB01248,1577,DrugBank (enzyme)
DB00408,148,DrugBank (target)
DB00448,1576,DrugBank (enzyme)
DB00130,790,DrugBank (enzyme)
DB00224,1577,DrugBank (enzyme)
DB00451,6567,DrugBank (transporter)
DB01268,83732,ChEMBL;PubChem
DB00184,1142,DrugBank (target)
DB00331,4712,DrugCentral (ChEMBL)
DB01268,167359,ChEMBL
DB00762,213,DrugBank (carrier)
DB00310,762,BindingDB
DB00515,9429,DrugBank (transporter)
DB00748,1576,DrugBank (enzyme)
DB04841,1544,DrugBank (enzyme)
DB01544,2559,DrugBank (target)
DB01236,513,DrugBank (target)
DB01031,760,DrugBank (target)
DB01159,55879,DrugCentral (ChEMBL)
DB00688,54576,DrugBank (enzyme)
DB00841,763,ChEMBL
DB01075,1559,DrugBank (enzyme)
DB01618,3356,DrugBank (target)
DB00668,146,DrugBank (target);DrugCentral (ChEMBL)
DB00115,8029,DrugBank (transporter)
DB00829,2564,DrugBank (target)
DB08865,7525,ChEMBL
DB00209,1128,DrugBank (target)
DB00143,2876,DrugBank (target)
DB01355,1137,DrugBank (target)
DB00402,2557,DrugCentral (ChEMBL)
DB00501,8647,DrugBank (transporter)
DB05294,25,ChEMBL;PubChem
DB00184,4129,DrugBank (enzyme)
DB00361,1576,DrugBank (enzyme)
DB00220,1577,ChEMBL;DrugBank (enzyme)
DB01400,43,DrugBank (target);DrugCentral (ChEMBL)
DB00477,5243,DrugBank (transporter)
DB00115,2694,DrugBank (transporter)
DB00586,7364,DrugBank (enzyme)
DB04946,3363,DrugBank (target)
DB06212,5243,DrugBank (transporter)
DB00844,4988,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB01320,1576,DrugBank (enzyme)
DB01161,3359,DrugBank (target)
DB00819,765,BindingDB;ChEMBL
DB01289,3764,DrugBank (target)
DB00909,4128,DrugBank (target)
DB01303,136,DrugCentral (ChEMBL)
DB01167,1555,DrugBank (enzyme)
