umls_cui,name
C0236101,Neonatal and infancy disorder
C0040425,Tonsillitis
C0853347,Venous thrombosis limb
C0859871,Stinging of nose
C1540600,Seizure cerebral
C0268105,Uricaciduria
C0151739,Small intestinal perforation
C0853619,Local swelling
C0338113,Sarcoma uterus
C0036341,Schizophrenia
C2937228,Tunnel vision
C0205707,Sprue
C0236151,Renal function test abnormal
C0333582,Dystrophic calcification
C0037052,Sick sinus syndrome
C0042998,Vulvovaginitis
C1963718,Oculorespiratory syndrome
C0007222,Cardiovascular disorder
C0948240,Thyroxine free decreased
C0022578,Keratoconus
C0001206,Acromegaly
C0238792,Bone lesion
C0235969,Ejaculation disorder
C0023473,Chronic myeloid leukaemia
C0024248,Lymphocele
C0027404,Narcolepsy
C0016542,Foreign body
C0040411,Tongue neoplasm
C0948023,Urine phosphate increased
C0009088,Cluster headache
C0085679,Hyperchloraemia
C0035333,Retinitis
C0546884,Hypovolaemia
C0236072,Bronchospasm paradoxical
C0036689,Pharyngitis streptococcal
C0079731,B-cell lymphoma
C0041969,Urethral disorder
C0024904,Mastoiditis
C0036412,Scleral disorder
C0086439,Hypokinesia
C0877211,General physical health deterioration
C0542044,Incoherent
C0155177,Eczema eyelids
C0272891,Knee sprain
C0022354,Jaundice cholestatic
C0235228,Lacrimal gland disorder
C0027868,Neuromyopathy
C0919866,Eye naevus
C0393615,Familial tremor
C0234913,Rash erythematous
C0080203,Tachyarrhythmia
C1704212,Embolus
C0019917,Hordeolum
C0085624,Burning sensation
C0002893,Refractory anemia
C0852810,Blood creatinine decreased
C0877606,Infusion site burning
C0235480,Paroxysmal atrial fibrillation
C1318520,Vasculitis necrotising
C0595882,Serum calcium decreased
C2750515,Subcutaneous bleeding
C0392025,Enlargement abdomen
C0151815,Mesenteric occlusion
C0041296,Tuberculosis
C0854100,Nitrogen balance negative
C1442826,Necrotising enterocolitis neonatal
C0232570,Epigastric fullness
C0521694,Retinal atrophy
C0553681,Hypofibrinogenaemia
C0151665,Globulins decreased
C0151848,Acid phosphatase high
C0853644,Eosinophil count abnormal
C0853263,Blood bicarbonate
C0400877,Postoperative ileus
C0263358,Erythema annulare centrifugum
C0001361,Acute tonsillitis
C0042571,Vertigo
C0162533,Porphyria hepatic
C0033817,Pseudomonas infection
C0700590,Sweating increased
C0020701,Hysteria
C0684249,Carcinoma of lung
C0241013,Serum ferritin increased
C0239293,Oesophageal haemorrhage
C0340515,Myocardial depression
C0549398,Meibomianitis
C0153676,Lung cancer metastatic
C0580181,Jessner's lymphocytic infiltration
C0497364,Localized rash
C0233417,Poor concentration
C0021141,Inappropriate antidiuretic hormone secretion
C0442856,Hypoperfusion
C0238106,Clostridium difficile colitis
C0553730,Chondrocalcinosis
C0029883,Middle ear effusion
C2363809,Incessant ventricular tachycardia
C0034150,Purpura
C1285373,Respiratory disorder neonatal
C0854375,Mucosal haemorrhage
C0013390,Dysmenorrhoea
C0037859,Spermatocele
C2747905,Destructive thyroiditis
C0853142,CD4 lymphocytes decreased
C0085693,Acute appendicitis
C0424444,Teeth clenching
C0281940,Pelvic peritonitis
C0235433,Fat tissue increased
C0521501,Injection site thrombosis
C0428282,Serum creatinine decreased
C0040046,Thrombophlebitis
C0162628,Viral skin infection
C0085635,Photopsia
C0008149,Chlamydial infection
C0028734,Nocturia
C0549429,Surgical site reaction
C0877314,Blood glucose fluctuation
C0010278,Craniosynostosis
C0877014,Sympathomimetic effect
C0020903,Illusion
C0235905,Myasthenia gravis-like syndrome
C0406650,Linear IgA disease
C0241742,Wound haemorrhage
C0151604,Oedema genital
C0241310,Suprapubic pain
C2939065,Airway edema
C0162638,Apoptosis
C0033375,Prolactinoma
C0028643,Numbness
C0541879,Detachment psychological
C0042133,Uterine leiomyoma
C0234533,Convulsions generalised
C0013080,Trisomy 21
C3203690,Deficiency of bile secretion
C0558148,Yellow skin
C0020757,Ichthyosis
C0011432,Sensitivity of teeth
C0043241,Wound infection
C0920192,Descemetitis
C0033845,Benign intracranial hypertension
C0151638,Syndrome Fanconi-like
C0040586,Tracheobronchitis
C0034040,Postpartum disorder
C0235231,Pupils pinpoint
C0031924,Piloerection
C0857322,Anemic
C2239176,Hepatocellular carcinoma
C0332687,Burns second degree
C0241075,Skin induration
C0595879,Sodium high
C2364082,Hyposmia
C0948036,Gastric ulcer helicobacter
C0849918,Eyelids pruritus
C0242973,Ventricular dysfunction
C0015929,Foetal disorder
C0032290,Pneumonia aspiration
C0001973,Alcoholism
C0268732,Nephritic syndrome
C0745499,Junctional bradycardia
C1260402,Splenic sequestration
C0740832,End stage AIDS
C0278045,Urine odour abnormal
C0028259,Nodule
C0003469,Anxiety disorder
C0037320,Sleep terror
C0030286,Pancreatic disorder
C0860987,Phosphate low
C0151624,Ulcerative enterocolitis
C0030201,Postoperative pain
C0271420,Ceruminosis
C0004144,Atelectasis
C3495947,Atypical stress fracture
C0522336,Eye rolling
C0700345,Vulvovaginal candidiasis
C0023532,Leukoplakia oral
C0085618,Venospasm
C0340643,Aortic dissection
C0334579,Anaplastic astrocytoma
C0042167,Posterior uveitis
C0151834,Papanicolaou smear suspicious
C0151650,Kidney fibrosis
C0019829,Hodgkin's disease
C0236053,Mucosal ulceration
C0016470,Food allergy
C0038450,Stridor
C0542243,Toxic reaction (NOS)
C0010263,Cramp of limb
C0341512,Retroperitoneal haematoma
C0034888,Rectal prolapse
C0026636,Oral disorder
C1579838,Sore mouth
C0030353,Papilloedema
C0032226,Pleural disorder
C0026986,Myelodysplastic syndrome
C0007758,Cerebellar ataxia
C0041667,Underweight
C0521169,Compression fracture
C3489393,Hiatus hernia
C1368065,Vascular purpura
C0270549,Generalised anxiety disorder
C0235032,Neurotoxicity
C0085660,Aseptic necrosis
C0011581,Depressive disorder
C0220870,Lightheadedness
C3160769,Major bleed
C0029560,Other conjunctivitis
C0013589,Ectromelia
C0574785,Lower urinary tract symptoms
C0858635,Pharyngolaryngeal pain
C0877305,Postoperative wound complication
C0259768,Wound dehiscence
C0232488,Abdominal colic
C0877096,Application site paraesthesia
C0278061,Mental state abnormal
C0030469,Sinus disorder
C0522178,Self-injurious ideation
C0026837,Muscle rigidity
C0024894,Mastitis
C0854029,Blood creatine increased
C0037315,Sleep apnoea syndrome
C0235328,Colon obstruction
C0175683,Argininosuccinate synthetase deficiency
C0025320,Menopause
C0085273,Erythema infectiosum
C0302859,Euthyroid goiter
C0342882,Heterozygous familial hypercholesterolemia
C2939419,Metastatic neoplasm
C0234547,Drug withdrawal convulsions
C0877055,Acute generalised exanthematous pustulosis
C1535975,Pelvic discomfort
C0151735,Injection site reaction
C0151878,Electrocardiogram QT prolonged
C0038160,Staphylococcal infection
C0028866,IIIrd nerve paralysis
C0859253,Microhemorrhage
C0014118,Endocarditis
C0020456,Hyperglycaemia
C0948002,Crystal urine present
C0020569,Salivary gland enlargement
C3160770,Minor bleed
C0041105,Trismus
C0151883,Vesiculobullous rash
C0263888,Back disorder
C0221237,Angular cheilitis
C0233931,Nocturnal emission
C0271051,Macular oedema
C0033931,Psychosomatic disease
C3160858,Posterior reversible encephalopathy syndrome
C1328447,Brain stem syndrome
C0948856,Orgasmic sensation decreased
C0574067,Cough increased
C0027849,Neuroleptic malignant syndrome
C0035357,Retroperitoneal fibrosis
C0155018,Colour blindness acquired
C0700201,Dyssomnia
C0263530,Nail longitudinal striations
C0013221,Drug toxicity
C0155866,Pneumonia anthrax
C0702266,Basophilia
C0032463,Polycythaemia vera
C0017605,Angle closure glaucoma
C0410198,Proximal myopathy
C0232288,Chest pain exertional
C0026896,Myasthenia gravis
C0270790,Quadriparesis
C0406484,Sebaceous hyperplasia
C1112346,Prostate induration
C0877192,Lipodystrophy acquired
C0042514,Ventricular tachycardia
C0859978,Amylase decreased
C0424740,Cold hands
C0333516,Tumour necrosis
C0007274,Carotid artery thrombosis
C3665888,Reproductive toxicity
C0239725,Genital pain
C0035459,Rhinitis atrophic
C0860207,Drug-induced liver injury
C1868911,Uric acid abnormal
C0373705,Progesterone
C0027013,Myeloid metaplasia
C0858678,Alopecia reversible
C0015401,Foreign body in eye
C0235338,Salivary gland pain
C1290864,Abdominal disorder
C0751901,Vocal tic
C1112537,Neurological examination abnormal
C0858357,Oesophageal stenosis acquired
C0034887,Rectal polyp
C0438434,Scotoma annular
C0409974,Lupus erythematosus
C0151740,Intracranial pressure increased
C1384666,Hearing impaired
C0152173,Ventricular flutter
C0019348,Herpes simplex
C1868855,Post procedural infection
C0857448,Serum urea increased
C0006430,Burning mouth syndrome
C1269683,Major depression
C0392039,Ovarian enlargement
C0265110,Vasospasm cerebral
C1262141,Poor quality sleep
C0494491,Mononeuropathy
C0549448,Haemoglobin increased
C1510586,Autism spectrum disorder
C0023787,Lipodystrophy
C0235649,Breast oedema
C0855335,Electrocardiogram ST segment abnormal
C0857199,Red blotches
C0003028,Anhidrosis
C1258192,Vascular resistance systemic
C0267033,Lip ulceration
C0497365,Rash generalised
C0262417,Pancreatitis acute on chronic
C0242429,Throat sore
C0235329,Small intestinal obstruction
C0015408,Eye injury
C1744601,Heart rate abnormal
C0853945,Oral mucosal blistering
C0542165,Pseudoparkinsonism
C0428895,Labile blood pressure
C1333984,Hepatosplenic T-cell lymphoma
C0240417,Muscle mass
C1963943,Atherothrombosis
C0853592,Blood antidiuretic hormone abnormal
C0262494,Gangrenous cholecystitis
C0948198,Acholia
C0857245,Redness of face
C0003869,Arthritis infective
C0376175,Bell's palsy
C0852711,Hand and foot syndrome secondary to sickle cell anaemia
C0018681,Headache
C0025287,Meningism
C0343166,Effusion of knee
C0025202,Malignant melanoma
C0038379,Strabismus
C0019080,Haemorrhage
C0553706,Serum phosphate increased
C0009917,Muscle contracture
C0549493,Alveolitis
C0232981,Spermatogenesis arrest
C1504532,Post transplant diabetes mellitus
C0020620,Hypohidrosis
C0853895,Mental disorder due to a general medical condition
C0522351,Vertigo positional
C1096668,Instillation site irritation
C1720775,Renal tubular necrosis
C0274727,Digoxin toxicity
C0853692,Blood triglycerides increased
C2607896,Vulva discomfort
C0424448,Masked facies
C0277799,Intermittent fever
C0030193,Pain
C0242528,Azotaemia
C0278126,Equilibrium loss
C1112525,Gastrointestinal ulcer haemorrhage
C1262299,Oral papilloma
C0206762,Limb malformation
C0006271,Bronchiolitis
C0159076,Choluria
C0239729,Genital rash
C2242583,Acute liver injury
C0409962,Localized osteoarthritis
C1536459,Nettle rash
C0241669,Venous occlusion
C0235966,Dreaming excessive
C0000817,Abortion infected
C0948282,Conjunctival bleb
C0019322,Umbilical hernia
C0030783,Nicotinic acid deficiency
C0011881,Diabetic nephropathy
C0011175,Dehydration
C0036202,Sarcoidosis
C0001416,Adenitis
C0038395,Streptococcal infection
C0742545,Colonic abscess
C0000731,Abdominal distension
C0027813,Neuritis
C0578736,Lymphadenopathy inguinal
C0854359,Insulin autoimmune syndrome
C0263518,Telogen effluvium
C0017160,Gastroenteritis
C0858867,Reticulocytopenia
C1384670,Single umbilical artery
C0022658,Nephropathy
C0086132,Depressive symptom
C0343863,Genital candidiasis
C0000768,Congenital anomaly
C0877497,Redness gum
C0162835,Leukoderma
C0546817,Fluid overload
C0023070,Laryngopharyngitis
C0025637,Methaemoglobinaemia
C0149725,Lower respiratory tract infection
C0085740,Mendelson's syndrome
C0262397,Breast tenderness
C0858934,Injection site warmth
C0541832,Chromaturia
C0003811,Arrhythmia
C0860433,Irreversible renal failure
C0001418,Adenocarcinoma
C0032300,Lobar pneumonia
C0848548,Hypertensive nephropathy
C0553723,Squamous cell carcinoma of skin
C0024530,Malaria
C1504438,Cerebral artery stenosis
C0429028,Electrocardiogram QT interval
C0155365,Vitreous disorder
C0235117,Withdrawal emotional
C0236124,Gastrointestinal obstruction
C0017572,Gingival recession
C0039614,Tetanus
C0038986,Sweat gland disorder
C0401149,Constipation chronic
C0853141,Therapeutic response unexpected
C0042900,Vitiligo
C0855331,Electrocardiogram QT corrected interval
C0032001,Pituitary apoplexy
C0856897,Hemangioma acquired
C0267941,Pancreatitis necrotising
C0919599,Application site eczema
C0042134,Uterine haemorrhage
C0152030,Skin irritation
C0085077,Acute febrile neutrophilic dermatosis
C0019364,Ophthalmic herpes zoster
C0001957,Delirium tremens
C0235834,Upper motor neurone lesion
C0162311,Androgenetic alopecia
C0232493,Epigastric pain
C0151940,Hypocalcemic tetany
C0038013,Ankylosing spondylitis
C0233471,Flat affect
C1321686,Faecaloma
C0032989,Multiple pregnancy
C0424091,Decreased interest
C0149531,Pelvic fracture
C0001546,Adjustment disorder
C0030554,Paraesthesia
C0162285,Eyelid oedema
C0035243,Respiratory tract infection
C0004063,Assault
C0264309,Vocal cord disorder
C0011854,Type 1 diabetes mellitus
C0162566,Porphyria cutanea tarda
C2747891,Device capturing issue
C1504422,Application site hypersensitivity
C0241558,Urethral haemorrhage
C0521490,Application site irritation
C1112341,Connective tissue inflammation
C0748726,Allergic sinusitis
C1536220,ST segment elevation myocardial infarction
C0276143,Viral pharyngitis
C0022281,Eye pruritus
C1610080,ANA increased
C0022073,Iridocyclitis
C2938875,Upper-airway cough syndrome
C0162824,Photocontact dermatitis
C0007971,Cheilitis
C0266011,Supernumerary nipple
C0021361,Infertility female
C0860871,Sodium decreased
C0236073,Cerebellar infarction
C0518988,Tooth abscess
C0277889,Blood pressure diastolic increased
C0007137,Squamous cell carcinoma
C1145670,Respiratory failure
C0031090,Periodontal disease
C0004093,Asthenia
C0234656,Periorbital pain
C1698088,Malignant solid tumour
C1504383,Radiation skin injury
C0022893,Labyrinthitis
C0242422,Parkinsonism
C0428974,Arrhythmia supraventricular
C0853777,Blood albumin decreased
C1407280,Peripheral artery thrombosis
C0162279,Choroidal detachment
C1096529,Carotid pulse
C0392684,Pulse irregular
C0271308,Blepharitis allergic
C0011206,Delirium
C0700502,Primary hypothyroidism
C0231749,Knee pain
C0030583,Parotitis
C0877104,Retinal toxicity
C0520806,"Sudden death, cause unknown"
C0151734,Injection site inflammation
C0860516,Ground glass appearance
C0271429,Otitis media acute
C0002871,Anaemia
C0271899,Normochromic normocytic anaemia
C0085611,Atrial arrhythmia
C0027947,Neutropenia
C0032994,Tubal pregnancy
C0042384,Vasculitis
C0018772,Partial hearing loss
C0558143,Skin maceration
C1328552,Extrapulmonary pneumocystosis
C1444565,Cardiopulmonary failure
C0011860,Type 2 diabetes mellitus
C0037383,Sneezing
C0232910,Teratogenicity
C0151996,Uterine fibroids enlarged
C0281914,Musculoskeletal deformity
C0028949,Oligomenorrhoea
C0026603,Motion sickness
C0343886,Gastrointestinal candidiasis
C2721563,Infectious pneumonitis
C0549343,Neck tightness
C0334082,Epidermal naevus
C0595885,Serum potassium decreased
C0162830,Photosensitivity reaction
C0026205,Miosis
C0029221,Organic brain syndrome
C0041959,Ureteritis
C0342892,Hypolipidaemia
C0152081,Pustular psoriasis
C0033578,Neoplasm prostate
C0156181,Peritoneal adhesions
C0042963,Vomiting
C0541782,Sinus arrest
C1442839,Hypervitaminosis D
C0231592,Joint crepitation
C1096267,Injection site discomfort
C3203695,Noninfectious peritonitis
C1328291,Dysaesthesia pharynx
C0032541,Polyneuritis
C0038990,Sweating
C0018979,Hemianopia
C0151574,Cough decreased
C0162281,Corneal deposits
C0376288,Amaurosis
C0156353,Uterovaginal prolapse
C0239842,Tremor of hands
C0020542,Pulmonary hypertension
C3544214,Reversible cerebral vasoconstriction syndrome
C0699744,Ear infection
C0151686,Growth retardation
C0542027,Hypercoagulation
C0024299,Lymphoma
C0152972,Pseudomonal sepsis
C0040436,Tooth erosion
C0079772,T-cell lymphoma
C0002395,Dementia Alzheimer's type
C0702163,Trichorrhexis
C2267227,Bulimia nervosa
C0701811,Short-term memory loss
C0344232,Vision blurred
C0541882,Difficulty thinking
C1321632,Venous thrombosis deep limb
C0349506,Photosensitivity
C0151955,Decreased tolerance
C0694575,Macular fibrosis
C0948991,Injection site discolouration
C0549445,Anaemia NOS aggravated
C0497471,Moniliasis genital female
C0267410,Mesenteric artery thrombosis
C0751476,Retching reflex decreased
C1168134,Anti-thyroid antibody positive
C0151610,Tongue oedema
C0580550,Lymphocyte count abnormal
C0015672,Fatigue
C0037290,Pigmentation skin
C0854113,Mucosal dryness
C0948857,Electrocardiogram repolarisation abnormality
C0235259,Cataract subcapsular
C0037199,Sinusitis
C0027073,Myofascial pain syndrome
C0038358,Gastric ulcer
C0241426,Burning tongue
C0851881,Enterococcal infection
C0086227,Enterobiasis
C0496870,Benign hepatic neoplasm
C0206063,Radiation pneumonitis
C0264344,Bronchitis bacterial
C0014544,Epilepsy
C0857483,Worsening of diabetes
C0406834,Wound secretion
C0587246,Limb paresis
C0423602,Sensation of foreign body
C0162871,Abdominal aortic aneurysm
C0595878,Blood sodium increased
C0001816,Agnosia
C0085682,Hypophosphataemia
C0578050,Lymph node pain
C0025958,Microcephaly
C0241005,Creatine phosphokinase serum increased
C1320474,Nuchal rigidity
C0422980,Oscillopsia
C0338831,Mania
C0236083,Burning feeling vagina
C0235309,Upset stomach
C0238621,Aminoaciduria
C0020503,Hyperparathyroidism secondary
C3257803,Tearing eyes
C0423008,Eye bleeding
C0748725,Sinus operation
C0042485,Venous insufficiency
C0542351,Battery
C0151701,Pulmonary haemorrhage
C0392386,Platelet count decreased
C0858617,Posterior subcapsular cataract
C0043325,Xanthomatosis
C0268731,Glomerulonephropathy
C0451641,Urolithiasis
C0006370,Bulimia
C2364111,Ageusia
C0477371,Other forms of epilepsy
C0031037,Periarthritis
C0011551,Depersonalisation
C0026827,Hypotonia
C0742339,Chest heaviness
C0858833,Endometrial hypertrophy
C0020302,Developmental glaucoma
C0853885,Blood electrolytes decreased
C0006848,Mucocutaneous candidiasis
C0158350,Tendinous contracture
C0542007,Cerebral haematoma
C1266194,Hodgkin's disease lymphocyte predominance type stage unspecified
C0541799,Bad taste
C0852625,Injection site erythema
C0151436,Allergic cutaneous angiitis
C0032776,Postmenopausal haemorrhage
C0085614,Atrioventricular block first degree
C0856554,Hepatic cancer metastatic
C0032827,Potassium deficiency
C0020224,Polyhydramnios
C0549444,Vein discolouration
C0027822,Neurodermatitis
C0678222,Carcinoma breast
C0220982,Ketoacidosis
C1735646,Rash recurrent
C0012797,Diuresis
C0549297,Auricular swelling
C0855675,Blood zinc decreased
C0271547,Growth hormone overproduction
C0031048,Pericarditis constrictive
C0007282,Carotid artery stenosis
C0340865,Anaphylactoid reaction
C0877365,Infusion site erythema
C0858540,Hemorrhage symptom
C0035410,Rhabdomyolysis
C0399461,Oral mucosa erosion
C0002878,Haemolytic anaemia
C0948301,Application site skin breakdown
C2230138,Pulse rate decrease marked
C0158353,Infective myositis
C2711248,Osteonecrosis of jaw
C0149887,Slipped femoral capital epiphysis
C0221436,Melanoderma
C0271453,Otitis media serous
C0240962,Scleral icterus
C3665346,Unspecified visual loss
C0019342,Genital herpes
C0542476,Forgetfulness
C0728993,Spotting vaginal
C0243026,Sepsis
C0018932,Haematochezia
C0349231,Phobia
C0020545,Renovascular hypertension
C0542237,Thrombophlebitis injection site
C3160944,Vulvovaginal swelling
C0040485,Torticollis
C1868790,Intranasal hypoaesthesia
C0264545,Pleural thickening
C0034183,Pyelitis
C0020678,Hypotrichosis
C3495827,Lid sulcus deepened
C1696701,Dermatillomania
C0700078,Tendon reflex decreased
C0277960,Dry hair
C1142357,Symptomatic hyperlactatemia
C0035435,Rheumatism
C0852566,Sleep phase rhythm disturbance
C0149721,Left ventricular hypertrophy
C1291078,Epigastric discomfort
C0271623,Secondary hypogonadism
C0854114,Corneal epithelium defect
C0740447,Diabetic peripheral neuropathy
C1698976,Infusion site urticaria
C0858277,Angina symptom
C0861021,Insulin C-peptide increased
C0149520,Cholecystitis acute
C0240291,Mg reduced
C2363730,Oropharyngeal discomfort
C0020598,Hypocalcaemia
C0520729,Subconjunctival cyst
C0877153,Neutropenic sepsis
C0042023,Pollakiuria
C0041974,Urethral stenosis
C0236078,Scrotal pain
C1112320,Temperature intolerance
C0426597,Fluid intake reduced
C0024305,Non-Hodgkin's lymphoma
C0040247,Tinea infection
C0003850,Arteriosclerosis
C0235721,Heaviness in limbs
C0858318,Plasmodium falciparum infection
C0149871,Deep vein thrombosis
C1611174,Post-traumatic pain
C2010560,Gastritis haemorrhagic
C0920193,Photodermatosis
C0221244,Dandruff
C0021605,Insomnia NEC
C0541881,Difficulty focusing eyes
C0522051,Acute chest pain
C0032617,Polyuria
C0854402,Mechanical complication of implant
C0522042,Loss of control of legs
C1456865,Calculus ureteric
C0040127,Thyrotoxic crisis
C0234988,Dizziness exertional
C0022410,Joint instability
C0239377,Pain in arm
C1384589,Tinea cruris
C1744587,Balance difficulty
C0012813,Diverticulitis
C3665386,Abnormal vision
C0521471,Systemic lupus erythematosus rash
C0947999,Blood urine present
C0036572,Convulsion
C1328407,Hip dysplasia
C0019360,Herpes zoster
C0877339,Cardio-respiratory distress
C0002957,Anger
C0240717,Perineal pain
C0020619,Hypogonadism
C1096256,Cryptococcal cutaneous infection
C0269188,Uterine cyst
C0162323,Polyarthritis
C0159028,General symptom
C0018839,Heat exhaustion
C0521008,Screaming
C0018794,Block heart
C0014804,Erythromelalgia
C0860700,Prothrombin level abnormal
C1141936,Purple glove syndrome
C0278488,Breast cancer stage IV
C0018965,Haematuria
C0004161,Sports injury
C0002902,Anencephaly
C0857323,Angioedema of larynx
C0877072,Cytomegalovirus chorioretinitis
C0010072,Coronary artery thrombosis
C0043092,Wegener's granulomatosis
C0020461,Hyperkalaemia
C0860239,Catheter related infection
C0038833,Superior vena cava syndrome
C0948008,Ischaemic stroke
C0027858,Neuroma
C0235827,Therapeutic response decreased
C0025874,Metrorrhagia
C0024902,Breast pain
C0019825,Hoarseness
C0018989,Hemiparesis
C0520802,Radiation recall syndrome
C0020510,Nodular regenerative hyperplasia
C0522153,Urine color abnormal
C0027707,Nephritis interstitial
C0919874,Post procedural haemorrhage
C0856808,Polymorphonuclear leukocytosis
C2242996,Tingling sensation
C0235196,Suicidal tendency
C0033949,Male orgasmic disorder
C0399459,Oral discomfort
C0034561,Dermatitis radiation NOS
C0677500,Stinging
C0694536,Drug seeking behavior
C1619692,Nephrogenic systemic fibrosis
C0263591,Drug-induced lupus erythematosus
C0030343,Panuveitis
C0877092,Venipuncture site bruise
C0017150,Gastrinoma
C3160840,Macular pigmentation
C0026836,Muscle relaxation
C0541974,Fuzzy head
C0600139,Prostate carcinoma
C0312420,Hypersexuality
C0553737,Cervical discharge
C0574741,Skin bleeding
C0577598,Swollen arm
C0521503,Injection site burning
C0002994,Angioedema
C0856115,Diverticulitis aggravated
C0234133,Extrapyramidal symptoms
C0549346,Ischial neuralgia
C0035321,Retinal tear
C0006114,Edema cerebral
C0026946,Fungal infection
C0240564,Nasal pain
C0919714,Retinal vascular thrombosis
C1262064,Oculogyration
C0522058,Carbohydrate craving
C0392185,Repetitive speech
C0855223,"Hallucinations, mixed"
C0023530,Leukopenia
C0032131,Plasmacytoma
C0741983,Carotid sinus hypersensitivity
C0456909,Blindness
C1142383,Breast tension
C0423701,Urinary tract pain
C0235927,Vestibular ataxia
C0948808,Catheter blockage
C0019572,Hirsutism
C0234376,Action tremor
C0857177,Arthritic pains
C0023487,Acute promyelocytic leukaemia
C0541922,Eczema allergic atopic
C0014718,Intertrigo candida
C0730328,Central serous retinopathy
C0854524,Peridiverticular abscess
C0009946,Conversion disorder
C0242891,Tooth injury
C0857083,Generalized macular rash
C1697542,Infusion site thrombosis
C0004238,Atrial fibrillation
C1328540,Peripheral vasodilatation
C0854448,Bladder constriction
C1096691,BK virus infection
C0427458,Red blood cell count increased
C0002103,Atopic rhinitis
C0038826,Superinfection
C0151472,Albumin globulin ratio abnormal
C0521170,Osteoporotic fracture
C0034067,Emphysema
C1096091,Infusion site pruritus
C0004690,Balanitis
C0042594,Vestibular disorder
C0002624,Retrograde amnesia
C0860499,Conjunctival follicles
C0035328,Retinal vein occlusion
C0231441,Immobile
C0232333,Electrocardiogram U wave present
C0278107,Painful ejaculation
C0033844,Pseudotumor
C0235095,Visual field constriction
C3665347,Visual impairment
C0549397,Nasal septum deviation
C0348024,Dysfunction thyroid
C0043049,Water intoxication
C0155003,Blindness transient
C0001916,Albinism
C0858797,Instillation site pain
C0679254,Disease recurrence
C0234952,Oropharyngeal spasm
C0268800,Congenital renal cyst
C0151811,Subcutaneous nodule
C0039235,Junctional tachycardia
C0849907,Ear pruritus
C0262365,Mammogram abnormal
C0027430,Nasal polyps
C0476281,Non-cardiac chest pain
C0259749,Autonomic neuropathy
C0158687,Congenital genital malformation
C1393815,Contraceptive device complication
C0857122,Hyponatraemic
C1384489,Scratch
C0860901,Protein total decreased
C0265101,Carotid artery occlusion
C0855242,Disturbance in sexual arousal
C0035460,Vasomotor rhinitis
C0729549,Gastrointestinal fungal infection
C0521540,Brain stem haemorrhage
C0520588,Vulvovaginal pain
C2939427,Hypoesthesia tongue
C1321898,Blood in stool
C0235855,Sepsis secondary
C0151934,Hypogeusia
C1956415,Dyspnoea paroxysmal nocturnal
C0023052,Laryngeal oedema
C0700200,Presyncope
C0746883,Febrile neutropenia
C0009595,Obsessive-compulsive personality disorder
C0085616,Vasospasm
C0857468,Withdrawal hypertension
C1320835,Drug fever
C0333641,Atrophy
C1142015,Blood bilirubin abnormal
C0085583,Choreoathetosis
C3665596,Warts
C2363914,Post procedural constipation
C0400823,Neutropenic colitis
C0265935,Congenital arterial malformation
C0041364,Tumour lysis syndrome
C0013274,Patent ductus arteriosus
C0919590,Injection site cellulitis
C0581394,Swelling of legs
C0853714,Application site pruritus
C0877854,Cerebral arteriosclerosis
C0852696,Glucocorticoids decreased
C0010828,Cytopenia
C0038732,Sulphaemoglobinaemia
C0007177,Cardiac tamponade
C0037926,Spinal cord compression
C0238457,Renal vein thrombosis
C1167760,Bacterial test positive
C0948085,Corneal defect
C0037928,Spinal cord disorder
C0264490,Acute respiratory failure
C0151810,Lack of drug effect
C0042341,Varicocele
C1963747,Herpes simplex hepatitis
C1260880,Rhinorrhoea
C0438717,Transaminases increased
C0858603,Wave slowing
C0743400,Ejection fraction decreased
C0235919,Nerve root lesion
C0282488,Cystitis interstitial
C0041909,Upper gastrointestinal haemorrhage
C0860752,Lactate increased
C0233632,Thinking abnormal
C0003742,Arcus senilis
C0085129,Bronchial hyperreactivity
C1959622,Vein distended
C0007868,Cervical dysplasia
C0152253,Posterior synechiae of iris
C0522061,Abdominal pain localised
C0919980,VIIth nerve paralysis
C0333291,Ulcer haemorrhage
C0015423,Eyelid disorder
C0027125,Myotonia
C0205990,Vaginal prolapse
C0030297,Pancreatic neoplasm
C0152191,Central scotoma
C2609414,Acute kidney injury
C0007107,Laryngeal cancer
C2747793,Acute phosphate nephropathy
C0240773,Plantar erythema
C0948300,Application site scab
C0235218,Skin warm
C0235194,Tranquillisation excessive
C0701836,Thermal burn
C0034155,Thrombotic thrombocytopenic purpura
C0040128,Thyroid disorder
C0542149,Injection site phlebitis
C0543392,Feces bloodstained
C0264939,Polyangiitis
C0857353,Hypotensive
C0159060,Abnormal bowel sounds
C0376286,Avitaminosis
C0853973,Blood gonadotrophin increased
C0149756,Plantar fasciitis
C0035854,Rosacea
C2939186,Mood alteration NOS
C0270844,Tonic convulsion
C0011616,Dermatitis contact
C0232203,Atrial rhythm
C0861171,Gritty feeling in eyes
C0702154,Polyarthropathy
C0013423,Idiopathic torsion dystonia
C0040435,Tooth disorder
C0740401,Duodenal ulcer perforation
C2584688,Testicular swelling
C1609512,Vulvovaginal mycotic infection
C0853737,Blood bicarbonate increased
C0042510,Ventricular fibrillation
C0856864,Headache fullness
C0079027,Intraoperative hemorrhage
C3263723,Injury
C0853890,Blood gastrin increased
C0024121,Lung neoplasm
C0858093,Plasma calcium decreased
C0221242,Fixed drug eruption
C0019880,Homocystinuria
