uniprot,target_name
Q86DI9,Voltage-sensitive sodium channel alpha-subunit
Q2VKV7,Voltage-sensitive sodium channel
O95477,Phospholipid-transporting ATPase ABCA1
O40239,Transmembrane glycoprotein gp41
A2PZ98,Acetylcholinesterase
P31327,"Carbamoyl-phosphate synthase [ammonia], mitochondrial"
Q06203,Amidophosphoribosyltransferase
P0C0X1,Dihydropteroate synthase
Q95US7,Voltage-activated calcium channel beta 1 subunit
Q962H3,Voltage-activated calcium channel beta 2 subunit
P0A7V0,Bacterial 70S ribosome
P60723,Bacterial 70S ribosome
P0AG67,Bacterial 70S ribosome
P0A7R5,Bacterial 70S ribosome
P0A7R9,Bacterial 70S ribosome
P0A7S3,Bacterial 70S ribosome
P0A7S9,Bacterial 70S ribosome
P0AG59,Bacterial 70S ribosome
P0ADZ4,Bacterial 70S ribosome
P0A7T3,Bacterial 70S ribosome
P0AG63,Bacterial 70S ribosome
P0A7T7,Small ribosomal subunit protein bS18
P0A7T7,Bacterial 70S ribosome
P0A7U3,Bacterial 70S ribosome
P0A7U7,Bacterial 70S ribosome
P68679,Bacterial 70S ribosome
P0A7V3,Bacterial 70S ribosome
P0A7V8,Bacterial 70S ribosome
P0A7W1,Bacterial 70S ribosome
P02358,Bacterial 70S ribosome
P02359,Bacterial 70S ribosome
P0A7W7,Bacterial 70S ribosome
P0A7X3,Bacterial 70S ribosome
P0A7J3,Bacterial 70S ribosome
P0A7J7,Bacterial 70S ribosome
P0AA10,Bacterial 70S ribosome
P0ADY3,Bacterial 70S ribosome
P02413,Bacterial 70S ribosome
P0ADY7,Bacterial 70S ribosome
P0AG44,Bacterial 70S ribosome
P0C018,Bacterial 70S ribosome
P0A7K6,Bacterial 70S ribosome
P0A7L0,Bacterial 70S ribosome
P0A7L3,Bacterial 70S ribosome
P0AG48,Bacterial 70S ribosome
P61175,Bacterial 70S ribosome
P0ADZ0,Bacterial 70S ribosome
P60624,Bacterial 70S ribosome
P68919,Bacterial 70S ribosome
P0A7L8,Bacterial 70S ribosome
P0A7M2,Large ribosomal subunit protein bL28
P0A7M2,Bacterial 70S ribosome
P0A7M6,Bacterial 70S ribosome
P60422,Large ribosomal subunit protein uL2
P60422,Bacterial 70S ribosome
P0AG51,Bacterial 70S ribosome
P0A7N1,Bacterial 70S ribosome
P0A7M9,Bacterial 70S ribosome
P0A7N4,Bacterial 70S ribosome
P0A7N9,Bacterial 70S ribosome
P0A7P5,Bacterial 70S ribosome
P0A7Q1,Bacterial 70S ribosome
Q2EEQ2,Bacterial 70S ribosome
P0A7Q6,Bacterial 70S ribosome
P60438,Bacterial 70S ribosome
P62399,Bacterial 70S ribosome
P0AG55,Bacterial 70S ribosome
P0A7K2,Bacterial 70S ribosome
P01589,Interleukin-2 receptor subunit alpha
P01589,Interleukin-2 receptor
P31785,Interleukin-2 receptor
P31785,IL-2R beta/gamma
P31785,Interleukin-15 receptor
P14784,Interleukin-2 receptor subunit beta
P14784,Interleukin-2 receptor
P14784,IL-2R beta/gamma
P14784,Interleukin-15 receptor
P07766,T-cell surface glycoprotein CD3 epsilon chain
P07766,T cell surface glycoprotein CD3
P09693,T cell surface glycoprotein CD3
P04234,T cell surface glycoprotein CD3
P15509,Granulocyte-macrophage colony-stimulating factor receptor
P32927,Granulocyte-macrophage colony-stimulating factor receptor
P32927,Innate repair receptor
P17181,Interferon alpha/beta receptor 1
P17181,Interferon alpha/beta receptor
P48551,Interferon alpha/beta receptor
P38484,Interferon gamma receptor
P15260,Interferon gamma receptor
Q2FW31,70S ribosome
P0A0H0,70S ribosome
Q2FW30,70S ribosome
Q2FW19,70S ribosome
Q2FYU5,70S ribosome
Q2G2Q1,70S ribosome
Q2FZ45,70S ribosome
Q2FW15,70S ribosome
Q2G111,70S ribosome
Q2FW10,70S ribosome
Q2FXY6,70S ribosome
Q2FXZ7,70S ribosome
Q2FZ25,70S ribosome
Q2FW12,70S ribosome
Q2FXK6,70S ribosome
Q2FW23,70S ribosome
Q2G113,70S ribosome
P48940,70S ribosome
Q2FW20,70S ribosome
Q2FW39,70S ribosome
Q2FYF9,70S ribosome
Q2G0N9,70S ribosome
P0A0F4,70S ribosome
Q2FW38,70S ribosome
Q2FW16,70S ribosome
P0A0F8,70S ribosome
Q2FW13,70S ribosome
Q2FW33,70S ribosome
Q2FW22,70S ribosome
Q2FZ42,70S ribosome
Q2G0P0,70S ribosome
Q2FXQ1,70S ribosome
Q2FXS8,70S ribosome
Q2FW11,70S ribosome
Q2FW08,70S ribosome
Q2FW17,70S ribosome
Q2FXT0,70S ribosome
Q2FZ60,70S ribosome
Q2FW14,70S ribosome
P60430,70S ribosome
P0A0G2,70S ribosome
Q2FWD8,70S ribosome
Q2FZF1,70S ribosome
Q2FYU6,70S ribosome
Q2FY22,70S ribosome
Q2FUQ0,70S ribosome
Q2FXQ0,70S ribosome
Q2FW29,70S ribosome
Q2FW06,70S ribosome
Q2FW07,70S ribosome
Q2FW18,70S ribosome
Q2FW21,70S ribosome
P48860,70S ribosome
Q2G2T3,70S ribosome
P66341,70S ribosome
Q9A1V0,70S ribosome
P66376,70S ribosome
P66394,70S ribosome
P66421,70S ribosome
P66424,70S ribosome
Q99XZ0,70S ribosome
P66446,70S ribosome
Q9A1W5,70S ribosome
P66475,70S ribosome
P66496,70S ribosome
P66509,70S ribosome
P66526,70S ribosome
P68901,70S ribosome
P66555,70S ribosome
P66567,70S ribosome
P66583,70S ribosome
P66599,70S ribosome
P66619,70S ribosome
P66634,70S ribosome
P66648,70S ribosome
P68900,70S ribosome
P66058,70S ribosome
Q9A1W4,70S ribosome
Q9A1V5,70S ribosome
Q9A1W7,70S ribosome
Q9A1V8,70S ribosome
P66084,70S ribosome
P66097,70S ribosome
P66114,70S ribosome
Q9A0D6,70S ribosome
P0C0D4,70S ribosome
Q9A1X2,70S ribosome
Q9A1W3,70S ribosome
P66137,70S ribosome
P66157,70S ribosome
P66176,70S ribosome
P60434,70S ribosome
Q9A1V6,70S ribosome
P66202,70S ribosome
Q99XK8,70S ribosome
Q490D8,70S ribosome
Q48WA5,70S ribosome
P66235,70S ribosome
P66258,70S ribosome
P66280,70S ribosome
P66303,70S ribosome
Q9A1X4,70S ribosome
P0C0D6,70S ribosome
Q9A1W2,70S ribosome
Q9A1V9,70S ribosome
P66063,70S ribosome
P66322,70S ribosome
P29460,Interleukin-12
P29460,Interleukin-23
P29460,Interleukin-12 subunit beta
P29459,Interleukin-12
Q9NPF7,Interleukin-23
P08887,Interleukin-6 receptor subunit alpha
P08887,IL6Ralpha/GP130
P9WPU9,ATP synthase
P9WPU5,ATP synthase
P9WPU7,ATP synthase
P9WPV5,ATP synthase
P9WPS1,ATP synthase
P9WPV1,ATP synthase
P9WPV7,ATP synthase
P9WPV3,ATP synthase
P0AES6,DNA gyrase subunit B
P0AES6,DNA gyrase
P0AES6,Bacterial DNA gyrase
P0AES4,DNA gyrase subunit A
P0AES4,DNA gyrase
P0AES4,Bacterial DNA gyrase
P0A4L9,DNA gyrase subunit B
P0A4L9,DNA gyrase
P72524,DNA gyrase
P48371,DNA gyrase
P22118,DNA gyrase
Q9H228,Sphingosine 1-phosphate receptor 5
Q9H228,Sphingosine 1-phosphate receptor
O95136,Sphingosine 1-phosphate receptor 2
O95136,Sphingosine 1-phosphate receptor
O95136,Sphingosine 1-phosphate receptor Edg-5/Sphingosine 1-phosphate receptor Edg-3
O95977,Sphingosine 1-phosphate receptor 4
O95977,Sphingosine 1-phosphate receptor
Q99500,Sphingosine 1-phosphate receptor 3
Q99500,Sphingosine 1-phosphate receptor
Q99500,Sphingosine 1-phosphate receptor Edg-5/Sphingosine 1-phosphate receptor Edg-3
P21453,Sphingosine 1-phosphate receptor 1
P21453,Sphingosine 1-phosphate receptor
P09884,DNA polymerase alpha catalytic subunit
P09884,DNA polymerase (alpha/delta/epsilon)
Q9HCU8,DNA polymerase (alpha/delta/epsilon)
Q9HCU8,Protein cereblon/DNA polymerase delta subunit 4
Q15054,DNA polymerase delta subunit 3
Q15054,DNA polymerase (alpha/delta/epsilon)
P28340,DNA polymerase delta catalytic subunit
P28340,DNA polymerase (alpha/delta/epsilon)
P49005,DNA polymerase delta subunit 2
P49005,DNA polymerase (alpha/delta/epsilon)
Q07864,DNA polymerase (alpha/delta/epsilon)
Q14181,DNA polymerase (alpha/delta/epsilon)
P49642,DNA polymerase (alpha/delta/epsilon)
P49643,DNA polymerase (alpha/delta/epsilon)
P56282,DNA polymerase (alpha/delta/epsilon)
Q9NRF9,DNA polymerase (alpha/delta/epsilon)
Q9NRF9,DNA polymerase epsilon subunit 3
O95180,Voltage-dependent T-type calcium channel subunit alpha-1H
O95180,Voltage-gated T-type calcium channel
O95180,Voltage-gated calcium channel
P54289,Voltage-dependent calcium channel subunit alpha-2/delta-1
P54289,Voltage-gated calcium channel
P54289,Voltage-dependent N-type calcium channel subunit alpha-1B/Voltage-dependent calcium channel subunit alpha-2/delta-1/Voltage-dependent L-type calcium channel subunit beta-3
P54289,Voltage-dependent L-type calcium channel alpha1C/alpha2delta/beta1b
P54289,Voltage-dependent P/Q-type calcium channel alpha1A/alpha2delta/beta1b
P54289,N-type calcium channel alpha-1b/alpha2delta-1/beta-1b
P54289,L-type calcium channel alpha-1c/beta-2/alpha2delta-1
P54289,Voltage-dependent L-type calcium channel subunit alpha-1C/L-type calcium channel subunit beta-3/calcium channel subunit alpha-2/delta-1
Q8IZS8,Voltage-gated calcium channel
Q9NY47,Voltage-dependent calcium channel subunit alpha-2/delta-2
Q9NY47,Voltage-gated calcium channel
O00555,Voltage-dependent P/Q-type calcium channel subunit alpha-1A
O00555,Voltage-gated calcium channel
O00555,Voltage-dependent P/Q-type calcium channel alpha1A/alpha2delta/beta1b
O43497,Voltage-dependent T-type calcium channel subunit alpha-1G
O43497,Voltage-gated T-type calcium channel
O43497,Voltage-gated calcium channel
Q7Z3S7,Voltage-gated calcium channel
Q9P0X4,Voltage-dependent T-type calcium channel subunit alpha-1I
Q9P0X4,Voltage-gated T-type calcium channel
Q9P0X4,Voltage-gated calcium channel
Q15878,Voltage-dependent R-type calcium channel subunit alpha-1E
Q15878,Voltage-gated calcium channel
O00305,Voltage-gated calcium channel
Q08289,Voltage-gated calcium channel
Q08289,Voltage-dependent L-type calcium channel subunit beta-2
Q08289,L-type calcium channel alpha-1c/beta-2/alpha2delta-1
Q02641,Voltage-gated calcium channel
Q02641,Voltage-dependent L-type calcium channel alpha1C/alpha2delta/beta1b
Q02641,Voltage-dependent P/Q-type calcium channel alpha1A/alpha2delta/beta1b
Q02641,N-type calcium channel alpha-1b/alpha2delta-1/beta-1b
P54284,Voltage-gated calcium channel
P54284,Voltage-dependent L-type calcium channel subunit beta-3
P54284,Voltage-dependent N-type calcium channel subunit alpha-1B/Voltage-dependent calcium channel subunit alpha-2/delta-1/Voltage-dependent L-type calcium channel subunit beta-3
P54284,Voltage-dependent L-type calcium channel subunit alpha-1C/L-type calcium channel subunit beta-3/calcium channel subunit alpha-2/delta-1
P62955,Voltage-gated calcium channel
Q9UF02,Voltage-gated calcium channel
Q9Y698,Voltage-gated calcium channel
Q9Y698,GRIA1/CACNG2
Q9UBN1,Voltage-gated calcium channel
Q8WXS5,Voltage-gated calcium channel
Q8WXS5,GRIA1/CACNG8
O60359,Voltage-gated calcium channel
Q9BXT2,Voltage-gated calcium channel
Q06432,Voltage-gated calcium channel
Q9IF40,DNA polymerase/reverse transcriptase
Q5HK03,DNA gyrase
Q5HK04,DNA gyrase
P57789,Potassium channel subfamily K member 10
Q7Z418,Potassium channel subfamily K member 18
P35498,Sodium channel protein type 1 subunit alpha
P35498,"Sodium channel alpha subunits; brain (Types I, II, III)"
P35498,Sodium channel alpha subunit
P35498,SCN1A/SCN1B
P35498,Sodium channel protein type 1 subunit alpha/beta-1/beta-2
Q01118,Sodium channel protein type 7 subunit alpha
Q01118,Sodium channel alpha subunit
Q99250,Sodium channel protein type 2 subunit alpha
Q99250,"Sodium channel alpha subunits; brain (Types I, II, III)"
Q99250,Sodium channel alpha subunit
Q99250,SCN2A/SCN1B
Q15858,Sodium channel protein type 9 subunit alpha
Q15858,Sodium channel alpha subunit
Q15858,SCN9A/SCN1B
Q15858,Sodium channel protein type 9 subunit alpha/beta-1/beta-2
Q9NY46,Sodium channel protein type 3 subunit alpha
Q9NY46,"Sodium channel alpha subunits; brain (Types I, II, III)"
Q9NY46,Sodium channel alpha subunit
Q9UI33,Sodium channel protein type 11 subunit alpha
Q9UI33,Sodium channel alpha subunit
Q9UQD0,Sodium channel protein type 8 subunit alpha
Q9UQD0,Sodium channel alpha subunit
Q9UQD0,Fibroblast growth factor 14/SCN8A
Q9UQD0,SCN8A/SCN1B
H9U2V9,GABA-A receptor
H9U2W0,GABA-A receptor
H9U2W1,GABA-A receptor
E0W492,GABA-A receptor
E0VY07,GABA-A receptor
E0V9W2,GABA-A receptor
Q968X7,Pyruvate dehydrogenase [NADP(+)]
Q24982,Pyruvate:ferredoxin oxidoreductase
P02671,Fibrinogen
P02675,Fibrinogen beta chain
P02675,Fibrinogen
P02679,Fibrinogen
P20701,Integrin alpha-L
P20701,"Intercellular adhesion molecule (ICAM-1), Integrin alpha-L/beta-2"
P20701,Integrin alpha-L/beta-2 (LFA-1)
P05107,Integrin beta-2
P05107,"Intercellular adhesion molecule (ICAM-1), Integrin alpha-L/beta-2"
P05107,Integrin alpha-M/beta-2
P05107,Integrin alpha-L/beta-2 (LFA-1)
P05107,MAC1-CD40L
P05107,Integrin alpha1/beta2 complex
O60895,Adrenomedullin receptor AM1; CALCRL/RAMP2
O60895,Amylin receptor AMY2; CALCR/RAMP2
P72525,Topoisomerase IV
Q59961,Topoisomerase IV
O14649,Potassium channel subfamily K member 3
Q9NPC2,Potassium channel subfamily K member 9
O95069,Potassium channel subfamily K member 2
Q18CI5,DNA-directed RNA polymerase
Q18CF1,DNA-directed RNA polymerase
Q18CF3,DNA-directed RNA polymerase
Q182S6,DNA-directed RNA polymerase
Q8CWR9,70S ribosome
P66340,70S ribosome
P66360,70S ribosome
P0A4A8,70S ribosome
P66393,70S ribosome
P66420,70S ribosome
Q8CWQ0,70S ribosome
P66445,70S ribosome
P0A4B4,70S ribosome
P66473,70S ribosome
P0A4B6,70S ribosome
Q8CWM8,70S ribosome
Q8CWS0,70S ribosome
P66525,70S ribosome
P0A4C4,70S ribosome
P66566,70S ribosome
P66582,70S ribosome
P66603,70S ribosome
Q8CWU6,70S ribosome
P66633,70S ribosome
Q8CWU4,70S ribosome
P66096,70S ribosome
P66051,70S ribosome
Q8CWS9,70S ribosome
Q8CWU5,70S ribosome
P0A474,70S ribosome
Q8CWV0,70S ribosome
P0A476,70S ribosome
Q8CWU8,70S ribosome
Q8CWV2,70S ribosome
Q8CWQ9,70S ribosome
Q8CWV5,70S ribosome
P66113,70S ribosome
Q8CWR5,70S ribosome
P61183,70S ribosome
Q8CWV6,70S ribosome
P60630,70S ribosome
P66136,70S ribosome
P66156,70S ribosome
P0A484,70S ribosome
Q8CWV8,70S ribosome
Q8CWV1,70S ribosome
P66201,70S ribosome
Q8CWN3,70S ribosome
Q8CWR8,70S ribosome
Q8CWN7,70S ribosome
P61361,70S ribosome
P66257,70S ribosome
P66279,70S ribosome
P0A496,70S ribosome
Q8CWV7,70S ribosome
Q8CWV4,70S ribosome
Q8CWV3,70S ribosome
P0A472,70S ribosome
P66321,70S ribosome
P9WHE1,70S ribosome
P9WH43,70S ribosome
P9WH67,70S ribosome
P9WH65,70S ribosome
P9WH63,70S ribosome
P9WH61,70S ribosome
P9WH59,70S ribosome
P9WH57,70S ribosome
P9WH55,70S ribosome
P9WH53,70S ribosome
P9WH51,70S ribosome
P9WH49,70S ribosome
P9WH47,70S ribosome
P9WH45,70S ribosome
P9WH39,70S ribosome
P9WH41,70S ribosome
P9WH37,70S ribosome
P9WH35,70S ribosome
P9WH33,70S ribosome
P9WH31,70S ribosome
P9WH29,70S ribosome
P9WH27,70S ribosome
P9WH25,70S ribosome
P9WHC7,70S ribosome
P9WHE7,70S ribosome
P9WHE5,70S ribosome
P9WHD9,70S ribosome
P9WHD7,70S ribosome
P9WHD5,70S ribosome
P9WHD3,70S ribosome
P9WHD1,70S ribosome
P9WHC9,70S ribosome
P9WHA5,70S ribosome
P9WHC5,70S ribosome
P9WHC3,70S ribosome
P9WHC1,70S ribosome
P9WHB9,70S ribosome
P9WHB7,70S ribosome
P9WHB5,70S ribosome
P9WHB3,70S ribosome
P9WHB1,70S ribosome
P9WHA9,70S ribosome
P9WHA7,70S ribosome
P9WH87,70S ribosome
P9WHA3,70S ribosome
P9WHA1,70S ribosome
P9WH99,70S ribosome
P9WH97,70S ribosome
P9WH95,70S ribosome
P9WH93,70S ribosome
P9WH91,70S ribosome
P9WH89,70S ribosome
P9WH85,70S ribosome
P9WH83,70S ribosome
P9WH81,70S ribosome
P9WHE3,70S ribosome
P9WH79,70S ribosome
Q9HWD4,70S ribosome
Q9HWF8,70S ribosome
Q9HWD0,70S ribosome
Q9HWF7,70S ribosome
Q9HWE8,70S ribosome
Q9HV58,70S ribosome
Q9HXP9,70S ribosome
Q9HWE4,70S ribosome
Q9HUN0,70S ribosome
Q9HWD9,70S ribosome
Q9HZ71,70S ribosome
Q9HVM1,70S ribosome
Q9I5V8,70S ribosome
O82850,70S ribosome
Q9HWE1,70S ribosome
O52759,70S ribosome
Q9HWF2,70S ribosome
Q9HUM9,70S ribosome
Q9HWD1,70S ribosome
Q9HWE9,70S ribosome
Q9HVY3,70S ribosome
Q9HWC7,70S ribosome
Q9HWC5,70S ribosome
Q9HVY2,70S ribosome
Q9HWE5,70S ribosome
Q9HWF4,70S ribosome
Q9HWE2,70S ribosome
O52761,70S ribosome
Q9HWF1,70S ribosome
Q9HXQ2,70S ribosome
Q9HWC6,70S ribosome
Q9I0A2,70S ribosome
Q9HVL6,70S ribosome
Q9HWE0,70S ribosome
Q9HWD7,70S ribosome
Q9HWE6,70S ribosome
Q9HVC4,70S ribosome
Q9HVL7,70S ribosome
Q9HTN8,70S ribosome
Q9HWE3,70S ribosome
Q9HWD8,70S ribosome
Q9HWF3,70S ribosome
Q9HY25,70S ribosome
Q9HUD0,70S ribosome
Q9HZN4,70S ribosome
Q9HTN9,70S ribosome
P29436,70S ribosome
Q9I0A1,70S ribosome
Q9HY26,70S ribosome
Q9HWF6,70S ribosome
Q9HWD5,70S ribosome
Q9HWD6,70S ribosome
Q9HWE7,70S ribosome
Q9HWF0,70S ribosome
Q9HWC8,70S ribosome
Q9HUN2,70S ribosome
ENSG00000084674,Apo-B 100 mRNA
P51787,Potassium voltage-gated channel subfamily KQT member 1
P51787,"Voltage-gated potassium channel, IKs; KCNQ1(Kv7.1)/KCNE1(MinK)"
P51787,Voltage-gated potassium channel
P51787,KCNQ (Kv7) potassium channel
P51787,Voltage-gated potassium channel subunit Kv7.1/Misshapen-like kinase 1
Q9UK17,A-type voltage-gated potassium channel KCND3
Q9UK17,Voltage-gated potassium channel
Q9UK17,Kv channel-interacting protein 2/Potassium voltage-gated channel subfamily D member 3
P16389,Potassium voltage-gated channel subfamily A member 2
P16389,Voltage-gated potassium channel
Q09470,Potassium voltage-gated channel subfamily A member 1
Q09470,Voltage-gated potassium channel
Q09470,Voltage-gated potassium channel subfamily A member 1/beta-1
O43526,Potassium voltage-gated channel subfamily KQT member 2
O43526,"Voltage-gated potassium channel, KQT; KCNQ2(Kv7.2)/KCNQ3(Kv7.3)"
O43526,Voltage-gated potassium channel
O43526,KCNQ (Kv7) potassium channel
O43525,Potassium voltage-gated channel subfamily KQT member 3
O43525,"Voltage-gated potassium channel, KQT; KCNQ2(Kv7.2)/KCNQ3(Kv7.3)"
O43525,Voltage-gated potassium channel
O43525,KCNQ (Kv7) potassium channel
O43525,Voltage-gated potassium channel KCNQ3/KCNQ4
O43525,Voltage-gated potassium channel KCNQ3/KCNQ5
Q96RP8,Potassium voltage-gated channel subfamily A member 7
Q96RP8,Voltage-gated potassium channel
Q9NR82,Potassium voltage-gated channel subfamily KQT member 5
Q9NR82,Voltage-gated potassium channel
Q9NR82,KCNQ (Kv7) potassium channel
Q9NR82,Voltage-gated potassium channel KCNQ3/KCNQ5
Q9NR82,KCNQ4/KCNQ5
P56696,Potassium voltage-gated channel subfamily KQT member 4
P56696,Voltage-gated potassium channel
P56696,KCNQ (Kv7) potassium channel
P56696,Voltage-gated potassium channel KCNQ3/KCNQ4
P56696,KCNQ4/KCNQ5
O95259,Voltage-gated delayed rectifier potassium channel KCNH1
O95259,Voltage-gated potassium channel
P22459,Potassium voltage-gated channel subfamily A member 4
P22459,Voltage-gated potassium channel
P22460,Potassium voltage-gated channel subfamily A member 5
P22460,Voltage-gated potassium channel
P22001,Potassium voltage-gated channel subfamily A member 3
P22001,Voltage-gated potassium channel
P17658,Potassium voltage-gated channel subfamily A member 6
P17658,Voltage-gated potassium channel
P48547,Voltage-gated potassium channel KCNC1
P48547,Voltage-gated potassium channel
Q9NZV8,A-type voltage-gated potassium channel KCND2
Q9NZV8,Voltage-gated potassium channel
Q92953,Potassium voltage-gated channel subfamily B member 2
Q92953,Voltage-gated potassium channel
Q03721,Voltage-gated potassium channel
Q14003,Voltage-gated potassium channel
Q14721,Voltage-gated potassium channel
Q14721,Potassium voltage-gated channel subfamily B member 1
Q16322,Voltage-gated potassium channel
Q16322,Potassium voltage-gated channel subfamily A member 10
Q6PIU1,Voltage-gated potassium channel
Q8NCM2,Voltage-gated potassium channel
Q8TAE7,Voltage-gated potassium channel
Q8TDN1,Voltage-gated potassium channel
Q8TDN2,Voltage-gated potassium channel
Q96KK3,Voltage-gated potassium channel
Q96L42,Voltage-gated potassium channel
Q96PR1,Voltage-gated potassium channel
Q96PR1,Voltage-gated potassium channel KCNC2
Q9BQ31,Voltage-gated potassium channel
Q9H252,Voltage-gated potassium channel
Q9H252,Voltage-gated inwardly rectifying potassium channel KCNH6
Q9H3M0,Voltage-gated potassium channel
Q9NS40,Voltage-gated potassium channel
Q9NSA2,Voltage-gated potassium channel
Q9UIX4,Voltage-gated potassium channel
Q9UJ96,Voltage-gated potassium channel
Q9ULD8,Voltage-gated potassium channel
Q9ULD8,Voltage-gated inwardly rectifying potassium channel KCNH3
Q9ULS6,Voltage-gated potassium channel
Q9UQ05,Voltage-gated potassium channel
P13423,Protective antigen
P13423,Antrax lethal toxin
O00519,Fatty-acid amide hydrolase 1
Q06187,Tyrosine-protein kinase BTK
Q06187,TEC family kinase
Q06187,Protein cereblon/Tyrosine-protein kinase BTK
Q06187,von Hippel-Lindau disease tumor suppressor/Tyrosine-protein kinase BTK
Q06187,E3 ubiquitin-protein ligase XIAP/Tyrosine-protein kinase BTK
Q06187,cIAP1-BTK
Q06187,Tyrosine-protein kinase BTK/Tyrosine-protein kinase Fyn
Q06187,Tyrosine-protein kinase BTK/Tyrosine-protein kinase Lck
Q06187,Tyrosine-protein kinase BTK/Tyrosine-protein kinase Lyn
P48357,Leptin receptor
P05231,Interleukin-6
F2SHH3,Lanosterol 14-alpha demethylase
O43614,Orexin receptor type 2
O43614,Orexin receptor
O43613,Orexin/Hypocretin receptor type 1
O43613,Cannabinoid CB1 receptor/orexin receptor 1 complex
O43613,Orexin receptor
P25116,Proteinase-activated receptor 1
F2SF18,Leucine-tRNA ligase
O00329,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform"
O00329,PI3-kinase p110-delta/p85-alpha
O00329,PI3-kinase class I
O00329,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform/gamma isoform"
Q15116,Programmed cell death protein 1
Q15116,Programmed cell death protein 1/Programmed cell death 1 ligand 1
Q15116,PD1-PDL2
P22455,Fibroblast growth factor receptor 4
P22455,Fibroblast growth factor receptor
P22455,FGFR4-KLB
P22455,Protein cereblon/FGFR4
Q5L478,Nonstructural protein 5A
Q9Y3Q4,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4
P24385,G1/S-specific cyclin-D1
P24385,Cyclin-dependent kinase 4/cyclin D1
P24385,Cyclin-dependent kinase 4/cyclin D
P24385,CDK6/cyclin D1
P24385,Cyclin-dependent kinase 1/G1/S-specific cyclin-D1
P24385,Cyclin-dependent kinase 2/G1/S-specific cyclin-D1
P24385,Protein cereblon/G1/S-specific cyclin-D1
P24385,CDK6/Cyclin D
Q00534,Cyclin-dependent kinase 6
Q00534,CDK6/cyclin D3
Q00534,CDK6/cyclin D1
Q00534,CDK6/cyclin D2
Q00534,Cyclin-dependent kinase
Q00534,Cyclin-dependent kinase 4/6
Q00534,Protein cereblon/Cyclin-dependent kinase 6
Q00534,Protein cereblon/CDK6/G1/S-specific cyclin-D3
Q00534,E3 ubiquitin-protein ligase Mdm2/CDK6
Q00534,von Hippel-Lindau disease tumor suppressor/CDK6
Q00534,Baculoviral IAP repeat-containing protein 2/Cyclin-dependent kinase 6
Q00534,Cyclin-dependent kinase 2/4/6
Q00534,CDK6/Cyclin D
P11802,Cyclin-dependent kinase 4
P11802,Cyclin-dependent kinase 4/cyclin D1
P11802,Cyclin-dependent kinase 4/cyclin D
P11802,Cyclin-dependent kinase 2 and 4 (CDK2 and CDK4)
P11802,CDK4/Cyclin D3
P11802,CDK2/CDK4
P11802,Cyclin-dependent kinase 4/cyclin D2
P11802,Cyclin-dependent kinase
P11802,Cyclin-A1/Cyclin-dependent kinase 4
P11802,Cyclin-dependent kinase 4/6
P11802,Cyclin-dependent kinase 4/G1/S-specific cyclin-E1
P11802,CDK4/CDK9
P11802,Protein cereblon/Cyclin-dependent kinase 4
P11802,Protein cereblon/CDK4/G1/S-specific cyclin-E1
P11802,von Hippel-Lindau disease tumor suppressor/Cyclin-dependent kinase 4
P11802,CDK4/CDK1
P11802,Baculoviral IAP repeat-containing protein 2/Cyclin-dependent kinase 4
P11802,Cyclin-dependent kinase 2/4/6
P09874,Poly [ADP-ribose] polymerase 1
P09874,"PARP 1, 2 and 3"
P09874,Protein cereblon/PARP1
P09874,von Hippel-Lindau disease tumor suppressor/PARP1
Q9Y6F1,Protein mono-ADP-ribosyltransferase PARP3
Q9Y6F1,"PARP 1, 2 and 3"
Q9UGN5,Poly [ADP-ribose] polymerase 2
Q9UGN5,"PARP 1, 2 and 3"
Q9UGN5,von Hippel-Lindau disease tumor suppressor/PARP2
Q9UGN5,Protein cereblon/PARP2
P15391,B-lymphocyte antigen CD19
Q16552,Interleukin-17A
A0A2P2HJL8,Lanosterol 14-alpha demethylase
Q9P8R0,Lanosterol 14-alpha demethylase
G4WW85,Lanosterol 14-alpha demethylase
A0A0A1P6P0,Lanosterol 14-alpha demethylase
P0C1U9,DNA topoisomerase 4 subunit A
P0C1U9,Topoisomerase IV
P0C1S7,DNA topoisomerase 4 subunit B
P0C1S7,Topoisomerase IV
Q9HUK1,Topoisomerase IV
Q9HUJ8,Topoisomerase IV
P0A0K8,DNA gyrase subunit B
P0A0K8,DNA gyrase
P20831,DNA gyrase subunit A
P20831,DNA gyrase
P48372,DNA gyrase
Q9I7C2,DNA gyrase
P08473,Neprilysin
P08473,Neprilysin/Angiotensin-converting enzyme
P63252,Inward rectifier potassium channel 2
P43304,"Glycerol-3-phosphate dehydrogenase, mitochondrial"
Q5XXA6,Anoctamin-1
Q8NBP7,Proprotein convertase subtilisin/kexin type 9
Q8NBP7,PCSK9/LDLR
P19971,Thymidine phosphorylase
P05113,Interleukin-5
P28907,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1
Q9NQ25,SLAM family member 7
P04629,High affinity nerve growth factor receptor
P04629,Neurotrophic tyrosine kinase receptor
P04629,Tropomyosin alpha-3 chain/High affinity nerve growth factor receptor
P04629,NTRK1/NTRK2
P04629,Protein cereblon/NTRK1
