chembl_id,uniprot,mechanism,action_type
CHEMBL3707359,P60880,Synaptosomal nerve-associated protein 25 (SNAP-25) inhibitor,INHIBITOR
CHEMBL4279047,O75874,IDH1/IDH2 inhibitor,INHIBITOR
CHEMBL4279047,P48735,IDH1/IDH2 inhibitor,INHIBITOR
CHEMBL3989751,P0A7V0,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P60723,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P0AG67,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P0A7R5,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P0A7R9,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P0A7S3,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P0A7S9,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P0AG59,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P0ADZ4,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P0A7T3,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P0AG63,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P0A7T7,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P0A7U3,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P0A7U7,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P68679,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P0A7V3,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P0A7V8,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P0A7W1,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P02358,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P02359,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P0A7W7,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P0A7X3,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P0A7J3,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P0A7J7,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P0AA10,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P0ADY3,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P02413,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P0ADY7,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P0AG44,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P0C018,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P0A7K6,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P0A7L0,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P0A7L3,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P0AG48,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P61175,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P0ADZ0,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P60624,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P68919,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P0A7L8,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P0A7M2,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P0A7M6,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P60422,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P0AG51,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P0A7N1,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P0A7M9,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P0A7N4,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P0A7N9,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P0A7P5,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P0A7Q1,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,Q2EEQ2,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P0A7Q6,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P60438,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P62399,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P0AG55,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989751,P0A7K2,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL4594505,Q02223,Tumor necrosis factor receptor superfamily member 17 binding agent,BINDING AGENT
CHEMBL2218861,P14416,Dopamine D2 receptor agonist,AGONIST
CHEMBL2105756,P09619,Platelet-derived growth factor receptor beta inhibitor,INHIBITOR
CHEMBL4650485,Q06187,Tyrosine-protein kinase BTK inhibitor,INHIBITOR
CHEMBL4594503,Q9NZD1,G-protein coupled receptor family C group 5 member D binding agent,BINDING AGENT
CHEMBL2146102,P35348,Adrenergic receptor agonist,AGONIST
CHEMBL2146102,P08913,Adrenergic receptor agonist,AGONIST
CHEMBL2146102,P08588,Adrenergic receptor agonist,AGONIST
CHEMBL2146102,P07550,Adrenergic receptor agonist,AGONIST
CHEMBL2146102,P18825,Adrenergic receptor agonist,AGONIST
CHEMBL2146102,P25100,Adrenergic receptor agonist,AGONIST
CHEMBL2146102,P35368,Adrenergic receptor agonist,AGONIST
CHEMBL2146102,P18089,Adrenergic receptor agonist,AGONIST
CHEMBL2146102,P13945,Adrenergic receptor agonist,AGONIST
CHEMBL4297839,P43220,Glucagon-like peptide 1 receptor agonist,AGONIST
CHEMBL4802223,P30968,Gonadotropin-releasing hormone receptor agonist,AGONIST
CHEMBL2105749,P35372,Mu opioid receptor antagonist,ANTAGONIST
CHEMBL4297788,P11836,B-lymphocyte antigen CD20 binding agent,BINDING AGENT
CHEMBL4297809,Q02223,Tumor necrosis factor receptor superfamily member 17 binding agent,BINDING AGENT
CHEMBL41355,P51787,KCNQ (Kv7) potassium channel opener,OPENER
CHEMBL41355,O43526,KCNQ (Kv7) potassium channel opener,OPENER
CHEMBL41355,O43525,KCNQ (Kv7) potassium channel opener,OPENER
CHEMBL41355,Q9NR82,KCNQ (Kv7) potassium channel opener,OPENER
CHEMBL41355,P56696,KCNQ (Kv7) potassium channel opener,OPENER
CHEMBL4297911,Q9HB29,IL36 receptor antagonist,ANTAGONIST
CHEMBL4297911,Q9NPH3,IL36 receptor antagonist,ANTAGONIST
CHEMBL3990034,P00740,Coagulation factor IX exogenous gene,EXOGENOUS GENE
CHEMBL1738,P11388,DNA topoisomerase II inhibitor,INHIBITOR
CHEMBL1738,Q02880,DNA topoisomerase II inhibitor,INHIBITOR
CHEMBL4650319,P00533,Epidermal growth factor receptor erbB1 inhibitor,INHIBITOR
CHEMBL4650524,P0DTC2,Spike glycoprotein inhibitor,INHIBITOR
CHEMBL3989869,P49674,Casein kinase I epsilon inhibitor,INHIBITOR
CHEMBL3989869,P00519,Tyrosine-protein kinase ABL inhibitor,INHIBITOR
CHEMBL4594406,Q04609,Glutamate carboxypeptidase II binding agent,BINDING AGENT
CHEMBL295698,P15538,Cytochrome P450 11B1 inhibitor,INHIBITOR
CHEMBL295698,P19099,Cytochrome P450 11B2 inhibitor,INHIBITOR
CHEMBL2109046,P06213,Insulin receptor agonist,AGONIST
CHEMBL3833384,Q99062,Granulocyte colony stimulating factor receptor agonist,AGONIST
CHEMBL4594598,P00740,Coagulation factor IX exogenous protein,EXOGENOUS PROTEIN
CHEMBL2108348,P00740,Coagulation factor IX exogenous protein,EXOGENOUS PROTEIN
CHEMBL4303525,Q16236,Nuclear factor erythroid 2-related factor 2 activator,ACTIVATOR
CHEMBL1770916,Q96BI3,Gamma-secretase inhibitor,INHIBITOR
CHEMBL1770916,Q9NZ42,Gamma-secretase inhibitor,INHIBITOR
CHEMBL1770916,Q8WW43,Gamma-secretase inhibitor,INHIBITOR
CHEMBL1770916,P49768,Gamma-secretase inhibitor,INHIBITOR
CHEMBL1770916,Q92542,Gamma-secretase inhibitor,INHIBITOR
CHEMBL1770916,P49810,Gamma-secretase inhibitor,INHIBITOR
CHEMBL4297729,Q9NZQ7,Programmed cell death 1 ligand 1 inhibitor,INHIBITOR
CHEMBL4558324,P00533,Epidermal growth factor receptor erbB1 inhibitor,INHIBITOR
CHEMBL4594584,P00451,Coagulation factor VIII exogenous protein,EXOGENOUS PROTEIN
CHEMBL4297223,P30613,Pyruvate kinase isozymes R/L activator,ACTIVATOR
CHEMBL2106643,P20839,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,INHIBITOR
CHEMBL2106643,P12268,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,INHIBITOR
CHEMBL2107873,P04275,von Willebrand factor exogenous protein,EXOGENOUS PROTEIN
CHEMBL4105630,P14867,GABA-A receptor; anion channel positive allosteric modulator,POSITIVE ALLOSTERIC MODULATOR
CHEMBL4105630,P47870,GABA-A receptor; anion channel positive allosteric modulator,POSITIVE ALLOSTERIC MODULATOR
CHEMBL4105630,P18507,GABA-A receptor; anion channel positive allosteric modulator,POSITIVE ALLOSTERIC MODULATOR
CHEMBL4105630,P28472,GABA-A receptor; anion channel positive allosteric modulator,POSITIVE ALLOSTERIC MODULATOR
CHEMBL4105630,P48169,GABA-A receptor; anion channel positive allosteric modulator,POSITIVE ALLOSTERIC MODULATOR
CHEMBL4105630,Q99928,GABA-A receptor; anion channel positive allosteric modulator,POSITIVE ALLOSTERIC MODULATOR
CHEMBL4105630,Q9UN88,GABA-A receptor; anion channel positive allosteric modulator,POSITIVE ALLOSTERIC MODULATOR
CHEMBL4105630,P34903,GABA-A receptor; anion channel positive allosteric modulator,POSITIVE ALLOSTERIC MODULATOR
CHEMBL4105630,O00591,GABA-A receptor; anion channel positive allosteric modulator,POSITIVE ALLOSTERIC MODULATOR
CHEMBL4105630,O14764,GABA-A receptor; anion channel positive allosteric modulator,POSITIVE ALLOSTERIC MODULATOR
CHEMBL4105630,Q8N1C3,GABA-A receptor; anion channel positive allosteric modulator,POSITIVE ALLOSTERIC MODULATOR
CHEMBL4105630,P18505,GABA-A receptor; anion channel positive allosteric modulator,POSITIVE ALLOSTERIC MODULATOR
CHEMBL4105630,P78334,GABA-A receptor; anion channel positive allosteric modulator,POSITIVE ALLOSTERIC MODULATOR
CHEMBL4105630,P47869,GABA-A receptor; anion channel positive allosteric modulator,POSITIVE ALLOSTERIC MODULATOR
CHEMBL4105630,P31644,GABA-A receptor; anion channel positive allosteric modulator,POSITIVE ALLOSTERIC MODULATOR
CHEMBL4105630,Q16445,GABA-A receptor; anion channel positive allosteric modulator,POSITIVE ALLOSTERIC MODULATOR
CHEMBL4650256,P04626,Receptor protein-tyrosine kinase erbB-2 inhibitor,INHIBITOR
CHEMBL4297830,P10912,Growth hormone receptor agonist,AGONIST
CHEMBL4298126,P04275,von Willebrand factor exogenous protein,EXOGENOUS PROTEIN
CHEMBL2108973,P06213,Insulin receptor agonist,AGONIST
CHEMBL295698,P05093,Cytochrome P450 17A1 inhibitor,INHIBITOR
CHEMBL1121,P32238,Cholecystokinin A receptor agonist,AGONIST
CHEMBL284092,P08908,Serotonin 1a (5-HT1a) receptor agonist,AGONIST
CHEMBL1447,P0A7V0,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P60723,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P0AG67,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P0A7R5,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P0A7R9,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P0A7S3,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P0A7S9,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P0AG59,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P0ADZ4,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P0A7T3,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P0AG63,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P0A7T7,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P0A7U3,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P0A7U7,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P68679,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P0A7V3,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P0A7V8,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P0A7W1,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P02358,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P02359,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P0A7W7,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P0A7X3,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P0A7J3,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P0A7J7,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P0AA10,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P0ADY3,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P02413,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P0ADY7,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P0AG44,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P0C018,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P0A7K6,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P0A7L0,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P0A7L3,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P0AG48,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P61175,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P0ADZ0,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P60624,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P68919,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P0A7L8,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P0A7M2,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P0A7M6,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P60422,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P0AG51,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P0A7N1,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P0A7M9,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P0A7N4,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P0A7N9,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P0A7P5,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P0A7Q1,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,Q2EEQ2,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P0A7Q6,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P60438,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P62399,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P0AG55,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1447,P0A7K2,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3311228,P10613,Lanosterol 14-alpha demethylase inhibitor,INHIBITOR
CHEMBL2109204,P01008,Antithrombin-III activator,ACTIVATOR
CHEMBL295698,P05108,Cytochrome P450 11A1 inhibitor,INHIBITOR
CHEMBL4299940,P30613,Pyruvate kinase isozymes R/L activator,ACTIVATOR
CHEMBL4650462,P0DTC2,Spike glycoprotein inhibitor,INHIBITOR
CHEMBL4802239,P00533,Epidermal growth factor receptor erbB1 inhibitor,INHIBITOR
CHEMBL4650299,P01008,Antithrombin-III activator,ACTIVATOR
CHEMBL2109205,P00740,Coagulation factor IX exogenous protein,EXOGENOUS PROTEIN
CHEMBL4297945,P00451,Coagulation factor VIII exogenous protein,EXOGENOUS PROTEIN
CHEMBL4297873,P00451,Coagulation factor VIII exogenous protein,EXOGENOUS PROTEIN
CHEMBL2108334,P08709,Coagulation factor VII exogenous protein,EXOGENOUS PROTEIN
CHEMBL2108282,P00488,Coagulation factor XIII exogenous protein,EXOGENOUS PROTEIN
CHEMBL4594287,P27815,Phosphodiesterase 4 inhibitor,INHIBITOR
CHEMBL4594287,Q08499,Phosphodiesterase 4 inhibitor,INHIBITOR
CHEMBL4594287,Q07343,Phosphodiesterase 4 inhibitor,INHIBITOR
CHEMBL4594287,Q08493,Phosphodiesterase 4 inhibitor,INHIBITOR
CHEMBL4297220,P00519,Bcr/Abl fusion protein inhibitor,INHIBITOR
CHEMBL4297220,P11274,Bcr/Abl fusion protein inhibitor,INHIBITOR
CHEMBL4594287,Q14432,Phosphodiesterase 3 inhibitor,INHIBITOR
CHEMBL4594287,Q13370,Phosphodiesterase 3 inhibitor,INHIBITOR
CHEMBL2397415,O60894,"Calcitonin-gene-related peptide receptor, CALCRL/RAMP1 antagonist",ANTAGONIST
CHEMBL2397415,Q16602,"Calcitonin-gene-related peptide receptor, CALCRL/RAMP1 antagonist",ANTAGONIST
CHEMBL4297862,P60880,Synaptosomal nerve-associated protein 25 (SNAP-25) hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL4650491,P0DTC2,Spike glycoprotein vaccine antigen,VACCINE ANTIGEN
CHEMBL1200797,P01023,Alpha-2-macroglobulin binding agent,BINDING AGENT
CHEMBL4297517,P12883,Cardiac myosin inhibitor,INHIBITOR
CHEMBL4297517,P13533,Cardiac myosin inhibitor,INHIBITOR
CHEMBL4297517,A7E2Y1,Cardiac myosin inhibitor,INHIBITOR
CHEMBL4297517,P08590,Cardiac myosin inhibitor,INHIBITOR
CHEMBL4297517,P10916,Cardiac myosin inhibitor,INHIBITOR
CHEMBL4297517,Q01449,Cardiac myosin inhibitor,INHIBITOR
CHEMBL4297517,P12829,Cardiac myosin inhibitor,INHIBITOR
CHEMBL4297951,P00742,Coagulation factor X exogenous protein,EXOGENOUS PROTEIN
CHEMBL4650216,O43613,Orexin receptor 1 antagonist,ANTAGONIST
CHEMBL4650216,O43614,Orexin receptor 2 antagonist,ANTAGONIST
CHEMBL5095052,ENSG00000169174,PCSK9 mRNA rnai inhibitor,RNAI INHIBITOR
CHEMBL4594511,ENSG00000118271,Transthyretin mRNA rnai inhibitor,RNAI INHIBITOR
CHEMBL4594293,Q06187,Tyrosine-protein kinase BTK inhibitor,INHIBITOR
CHEMBL5095049,O60674,Tyrosine-protein kinase JAK2 inhibitor,INHIBITOR
CHEMBL5095049,P36888,Tyrosine-protein kinase receptor FLT3 inhibitor,INHIBITOR
CHEMBL3989962,P00374,Dihydrofolate reductase inhibitor,INHIBITOR
CHEMBL3989962,P22102,GAR transformylase inhibitor,INHIBITOR
CHEMBL5095050,Q9H228,Sphingosine 1-phosphate receptor binding agent,BINDING AGENT
CHEMBL5095050,O95136,Sphingosine 1-phosphate receptor binding agent,BINDING AGENT
CHEMBL5095050,O95977,Sphingosine 1-phosphate receptor binding agent,BINDING AGENT
CHEMBL5095050,Q99500,Sphingosine 1-phosphate receptor binding agent,BINDING AGENT
CHEMBL5095050,P21453,Sphingosine 1-phosphate receptor binding agent,BINDING AGENT
CHEMBL3989962,P0A884,Thymidylate synthase inhibitor,INHIBITOR
CHEMBL2135460,P37288,Vasopressin V1 receptor binding agent,BINDING AGENT
CHEMBL2135460,P47901,Vasopressin V1 receptor binding agent,BINDING AGENT
CHEMBL2135460,P30518,Vasopressin V2 receptor binding agent,BINDING AGENT
CHEMBL4594273,P03372,Estrogen receptor alpha degrader,DEGRADER
CHEMBL4298189,ENSG00000132437,DDC exogenous gene,EXOGENOUS GENE
CHEMBL5315055,P35372,Mu opioid receptor antagonist,ANTAGONIST
CHEMBL5315055,P41143,Delta opioid receptor antagonist,ANTAGONIST
CHEMBL5315055,P41145,Kappa opioid receptor partial agonist,PARTIAL AGONIST
CHEMBL5095451,P00740,Coagulation factor IX exogenous protein,EXOGENOUS PROTEIN
CHEMBL4297579,P00740,Coagulation factor IX exogenous protein,EXOGENOUS PROTEIN
CHEMBL3989909,O00329,PI3-kinase p110-delta subunit inhibitor,INHIBITOR
CHEMBL4650220,Q16602,Calcitonin gene-related peptide type 1 receptor antagonist,ANTAGONIST
CHEMBL4802135,P0C6U8,SARS coronavirus 3C-like proteinase inhibitor,INHIBITOR
CHEMBL4297378,Q8RLA6,Beta-lactamase inhibitor,INHIBITOR
CHEMBL4802249,Q76129,Structural capsid protein inhibitor,INHIBITOR
CHEMBL5095303,ENSG00000118271,Transthyretin mRNA rnai inhibitor,RNAI INHIBITOR
CHEMBL4802263,Q02223,Tumor necrosis factor receptor superfamily member 17 binding agent,BINDING AGENT
CHEMBL4297378,B5U1R8,Beta-lactamase inhibitor,INHIBITOR
CHEMBL4297378,D3JXP9,Beta-lactamase inhibitor,INHIBITOR
CHEMBL4297378,C7ETQ3,Beta-lactamase inhibitor,INHIBITOR
CHEMBL1201692,P23945,Follicle stimulating hormone receptor agonist,AGONIST
CHEMBL225072,P00374,Dihydrofolate reductase inhibitor,INHIBITOR
CHEMBL2348780,P04150,Glucocorticoid receptor agonist,AGONIST
CHEMBL225072,P04818,Thymidylate synthase inhibitor,INHIBITOR
CHEMBL2348780,P08235,Mineralocorticoid receptor antagonist,ANTAGONIST
CHEMBL5315064,P23945,Follicle stimulating hormone receptor agonist,AGONIST
CHEMBL6067988,P27338,Monoamine oxidase B inhibitor,INHIBITOR
CHEMBL5315050,P30559,Oxytocin receptor antagonist,ANTAGONIST
CHEMBL5315076,P00740,Coagulation factor IX exogenous protein,EXOGENOUS PROTEIN
CHEMBL4297950,Q99062,Granulocyte colony stimulating factor receptor agonist,AGONIST
CHEMBL5315069,P00451,Coagulation factor VIII exogenous protein,EXOGENOUS PROTEIN
CHEMBL5315071,P00451,Coagulation factor VIII exogenous protein,EXOGENOUS PROTEIN
CHEMBL2108319,P00451,Coagulation factor VIII exogenous protein,EXOGENOUS PROTEIN
CHEMBL4594603,P00451,Coagulation factor VIII exogenous protein,EXOGENOUS PROTEIN
CHEMBL2108175,P00451,Coagulation factor VIII exogenous protein,EXOGENOUS PROTEIN
CHEMBL5315075,P00451,Coagulation factor VIII exogenous protein,EXOGENOUS PROTEIN
CHEMBL2108286,P00451,Coagulation factor VIII exogenous protein,EXOGENOUS PROTEIN
CHEMBL2109137,P00451,Coagulation factor VIII exogenous protein,EXOGENOUS PROTEIN
CHEMBL3989933,O95977,Sphingosine 1-phosphate receptor Edg-6 modulator,MODULATOR
CHEMBL5314649,P52333,Tyrosine-protein kinase JAK3 inhibitor,INHIBITOR
CHEMBL5315049,P27487,Dipeptidyl peptidase IV inhibitor,INHIBITOR
CHEMBL3989933,P21453,Sphingosine 1-phosphate receptor Edg-1 modulator,MODULATOR
CHEMBL4298138,P04629,Nerve growth factor receptor Trk-A inhibitor,INHIBITOR
CHEMBL5315078,P08709,Coagulation factor VII exogenous protein,EXOGENOUS PROTEIN
CHEMBL3989933,Q9H228,Sphingosine 1-phosphate receptor Edg-8 modulator,MODULATOR
CHEMBL225072,P22102,GAR transformylase inhibitor,INHIBITOR
CHEMBL5315080,Q14973,Bile acid transporter inhibitor,INHIBITOR
CHEMBL4298138,Q16620,Neurotrophic tyrosine kinase receptor type 2 inhibitor,INHIBITOR
CHEMBL2109171,P36894,Bone morphogenetic protein receptor type-1A agonist,AGONIST
CHEMBL2108594,P36894,Bone morphogenetic protein receptor type-1A agonist,AGONIST
CHEMBL2109171,Q13705,Activin receptor type-2B agonist,AGONIST
CHEMBL2109171,Q13873,Bone morphogenetic protein receptor type-2 agonist,AGONIST
CHEMBL2108594,Q13873,Bone morphogenetic protein receptor type-2 agonist,AGONIST
CHEMBL4298138,P08922,Proto-oncogene tyrosine-protein kinase ROS inhibitor,INHIBITOR
CHEMBL4298138,Q16288,NT-3 growth factor receptor inhibitor,INHIBITOR
CHEMBL2108594,O00238,Bone morphogenetic protein receptor type-1B agonist,AGONIST
CHEMBL2109171,O00238,Bone morphogenetic protein receptor type-1B agonist,AGONIST
CHEMBL2109171,P27037,Activin receptor type-2A agonist,AGONIST
CHEMBL2108594,Q04771,Activin receptor type-1 agonist,AGONIST
CHEMBL2109171,Q04771,Activin receptor type-1 agonist,AGONIST
CHEMBL6067998,Q92731,Estrogen receptor modulator,MODULATOR
CHEMBL6067998,P03372,Estrogen receptor modulator,MODULATOR
CHEMBL3707243,P20309,Muscarinic acetylcholine receptor inhibitor,INHIBITOR
CHEMBL3707243,P08173,Muscarinic acetylcholine receptor inhibitor,INHIBITOR
CHEMBL3707243,P11229,Muscarinic acetylcholine receptor inhibitor,INHIBITOR
CHEMBL3707243,P08172,Muscarinic acetylcholine receptor inhibitor,INHIBITOR
CHEMBL3707243,P08912,Muscarinic acetylcholine receptor inhibitor,INHIBITOR
CHEMBL5315056,P41145,Opioid receptors; mu/kappa/delta antagonist,ANTAGONIST
CHEMBL5315056,P41143,Opioid receptors; mu/kappa/delta antagonist,ANTAGONIST
CHEMBL5315056,P35372,Opioid receptors; mu/kappa/delta antagonist,ANTAGONIST
CHEMBL5315048,P01031,Complement C5 binding agent,BINDING AGENT
CHEMBL5314649,Q08881,TEC family kinase inhibitor,INHIBITOR
CHEMBL5314649,P51813,TEC family kinase inhibitor,INHIBITOR
CHEMBL5314649,P42680,TEC family kinase inhibitor,INHIBITOR
CHEMBL5314649,P42681,TEC family kinase inhibitor,INHIBITOR
CHEMBL5314649,Q06187,TEC family kinase inhibitor,INHIBITOR
CHEMBL4298138,P04233,CD74-ROS1 inhibitor,INHIBITOR
CHEMBL4298138,P08922,CD74-ROS1 inhibitor,INHIBITOR
CHEMBL4298138,P08922,ROS1-SDC4 inhibitor,INHIBITOR
CHEMBL4298138,P31431,ROS1-SDC4 inhibitor,INHIBITOR
CHEMBL4802262,ENSG00000100299,ARSA exogenous gene,EXOGENOUS GENE
CHEMBL4594333,ENSG00000101986,ABCD1 exogenous gene,EXOGENOUS GENE
CHEMBL5315093,ENSG00000196839,ADA exogenous gene,EXOGENOUS GENE
CHEMBL1257073,P33815,Envelope phospholipase OPG057 inhibitor,INHIBITOR
CHEMBL3301607,O60674,Tyrosine-protein kinase JAK2 inhibitor,INHIBITOR
CHEMBL3301607,P29597,Tyrosine-protein kinase TYK2 inhibitor,INHIBITOR
CHEMBL3301607,P52333,Tyrosine-protein kinase JAK3 inhibitor,INHIBITOR
CHEMBL535,P07333,Macrophage colony stimulating factor receptor inhibitor,INHIBITOR
CHEMBL535,P35968,Vascular endothelial growth factor receptor 2 inhibitor,INHIBITOR
CHEMBL535,P10721,Stem cell growth factor receptor inhibitor,INHIBITOR
CHEMBL535,P09619,Platelet-derived growth factor receptor beta inhibitor,INHIBITOR
