doid,disease_name,community,embedding
DOID:12365,malaria,21074,"[0.12625668942928314, 0.07266398519277573, 0.24601921439170837, 0.18899959325790405, -0.051211073994636536, -0.1694025695323944, 0.0004309159703552723, 0.2669788599014282, 0.07047794759273529, -0.06616037338972092, -0.044836871325969696, -0.20245122909545898, -0.13269124925136566, -0.28223058581352234, -0.12018664926290512, 0.18380294740200043, -0.08025076985359192, -0.3092935085296631, -0.10411284863948822, 0.23852373659610748, 0.0973135232925415, -0.1368391066789627, -0.13344909250736237, 0.17957273125648499, 0.3622729778289795, 0.04693828523159027, -0.35340091586112976, 0.15984953939914703, 0.053511325269937515, -0.022903375327587128, 0.043993160128593445, -0.0026102662086486816, 0.153472900390625, -0.015245649963617325, -0.08604947477579117, 0.07274991273880005, -0.032299794256687164, -0.13631772994995117, -0.3491257429122925, 0.12026913464069366, -0.23023727536201477, -0.2429834008216858, 0.07517457008361816, -0.020753785967826843, -0.10659763216972351, 0.30782750248908997, -0.05301561951637268, 0.09787634015083313, -0.2367546260356903, 0.13150012493133545, -0.02272680588066578, -0.09024401754140854, 0.1630636751651764, -0.16887794435024261, 0.014419645071029663, 0.08171264082193375, -0.10157127678394318, 0.36958032846450806, -0.000156354159116745, 0.17980486154556274, 0.17870400846004486, -0.1884821057319641, 0.22083869576454163, -0.2692652642726898]"
DOID:12236,primary biliary cirrhosis,20946,"[-0.15923313796520233, -0.1911013126373291, 0.21157556772232056, 0.20885105431079865, 0.004973068833351135, -0.1916636824607849, 0.3278222680091858, -0.32196158170700073, -0.2609265148639679, -0.0004053451120853424, -0.03963861241936684, -0.26949405670166016, -0.01464293897151947, 0.03886006027460098, -0.008030498400330544, 0.07644279301166534, -0.2169482260942459, -0.04261934757232666, -0.3305177092552185, -0.02526731789112091, -0.007794163189828396, -0.3311767876148224, -0.20583075284957886, -0.04751358553767204, -0.1156126856803894, 0.046376168727874756, -0.024533288553357124, 0.08318426460027695, -0.1365947127342224, -0.20872804522514343, -0.060419440269470215, 0.03286813944578171, 0.17467528581619263, -0.26033642888069153, -0.13759024441242218, 0.22179505228996277, 0.020526425912976265, -0.10468403995037079, 0.04316093400120735, -0.10657137632369995, 0.18110528588294983, -0.27028927206993103, 0.10273756086826324, -0.2770760655403137, -0.0817716121673584, 0.07226026058197021, -0.17970621585845947, 0.06983315199613571, -0.36222541332244873, 0.05658074468374252, -0.028599951416254044, -0.12255503237247467, 0.01575722172856331, -0.11965271085500717, 0.3197953701019287, -0.10327708721160889, 0.48889613151550293, 0.11938915401697159, -0.03814816474914551, 0.14367757737636566, 0.0010990743758156896, 0.05513110011816025, 0.038004226982593536, -0.025083700194954872]"
DOID:4159,skin cancer,20994,"[0.0001568477600812912, 0.013013850897550583, 0.16716763377189636, -0.2882792353630066, -0.21212926506996155, -0.250880628824234, 0.013868014328181744, -0.11282210797071457, 0.11793980002403259, 0.21908167004585266, 0.23759451508522034, -0.3557910621166229, 0.021989401429891586, -0.10887159407138824, -0.14236123859882355, 0.059981897473335266, -0.10593856126070023, 0.1274939924478531, -0.019934726879000664, -0.34916776418685913, -0.005964599549770355, -0.1280725747346878, 0.17017337679862976, -0.2701294720172882, -0.0430239737033844, 0.14427392184734344, -0.1189585030078888, -0.12072714418172836, -0.10477712750434875, -0.25083619356155396, -0.3166336715221405, -0.16210731863975525, 0.309026837348938, 0.11582324653863907, 0.37781041860580444, -0.09532264620065689, -0.10113899409770966, -0.066960409283638, 0.2700013518333435, 0.045477308332920074, -0.3670867383480072, 0.00705693569034338, -0.17252418398857117, 0.1361045241355896, -0.21514694392681122, 0.2736656069755554, 0.07742796093225479, 0.051353439688682556, -0.17554037272930145, -0.23032237589359283, 0.4488002061843872, -0.052420102059841156, -0.12004894018173218, -0.10961125791072845, -0.13673648238182068, -0.1402157098054886, 0.06523416936397552, -0.04714108631014824, -0.04744051769375801, -0.06313261389732361, 0.2724892497062683, 0.10637219250202179, 0.2506849765777588, -0.260102242231369]"
DOID:3070,malignant glioma,21052,"[-0.23885764181613922, 0.06882850080728531, 0.3220270276069641, -0.12652505934238434, -0.03904333710670471, -0.136466383934021, -0.041062772274017334, -0.33535236120224, 0.3142244219779968, -0.1669636070728302, 0.11337189376354218, -0.06388213485479355, -0.21366167068481445, 0.11066966503858566, -0.05075232684612274, 0.03583711385726929, 0.21168479323387146, 0.09547848254442215, -0.31824371218681335, -0.08542172610759735, 0.1285257786512375, -0.10657894611358643, 0.023243829607963562, -0.13540853559970856, 0.13423176109790802, -0.050918906927108765, -0.2958345413208008, 0.12568199634552002, -0.06622367352247238, -0.02223491668701172, 0.0005871206521987915, -0.10835179686546326, 0.13738994300365448, 0.22234982252120972, 0.0337064303457737, -0.25140705704689026, -0.0987100675702095, 0.06648758053779602, -0.20215465128421783, -0.05466344580054283, -0.2023737132549286, -0.261636883020401, -0.07980121672153473, 0.3004146218299866, 0.13743655383586884, -0.025679811835289, -0.14547254145145416, 0.20070457458496094, -0.2944542467594147, 0.022108033299446106, -0.13725514709949493, -0.08776318281888962, 0.036062031984329224, -0.1253407597541809, 0.3671397566795349, 0.030091553926467896, 0.12418791651725769, 0.08397004753351212, -0.2438838630914688, 0.024610240012407303, 0.19532233476638794, 0.14897575974464417, -0.03310070559382439, -0.18078888952732086]"
DOID:12361,Graves' disease,21074,"[-0.09225998818874359, -0.2861331105232239, 0.32212305068969727, -0.2409433275461197, -0.08850368857383728, -0.13161814212799072, 0.1728740632534027, -0.31905555725097656, -0.27272477746009827, 0.030747264623641968, -0.10949258506298065, -0.19801589846611023, -0.22822090983390808, -0.15641868114471436, 0.07323972880840302, 0.3396155536174774, 0.187750443816185, -0.22606530785560608, 0.07899001985788345, 0.09646695107221603, 0.16738393902778625, -0.23959210515022278, 0.021169908344745636, 0.06980489194393158, -0.11131191998720169, 0.08086752891540527, -0.14902082085609436, -0.10141783952713013, 0.07708915323019028, 0.21592548489570618, 0.20061583817005157, 0.020976068452000618, 0.14946089684963226, -0.02811131626367569, 0.09971828013658524, 0.07110340893268585, -0.14185136556625366, -0.1254345327615738, -0.20383603870868683, 0.05205319821834564, 0.03642585128545761, -0.19975042343139648, 0.28856027126312256, -0.0870199203491211, -0.12984099984169006, -0.11534317582845688, -0.416814386844635, 0.04833916574716568, 0.00319577194750309, -0.12784406542778015, 0.022763535380363464, 0.15466073155403137, -0.08821223676204681, -0.04292186349630356, 0.15247862040996552, -0.09855619072914124, -0.08851432055234909, 0.15864120423793793, 0.022985653951764107, 0.1995489001274109, 0.3261570334434509, 0.13063843548297882, -0.1683746576309204, -0.2719290554523468]"
DOID:12185,otosclerosis,21071,"[0.004740457981824875, 0.019765596836805344, 0.14528347551822662, 0.3404305577278137, -0.020326033234596252, -0.008531838655471802, -0.05040859803557396, -0.11225654184818268, 0.061613984405994415, 0.06471952050924301, 0.2690596878528595, 0.0018542874604463577, -0.2512891888618469, 0.096768818795681, -0.11865509301424026, -0.25532519817352295, -0.18458428978919983, 0.07171132415533066, -0.06729130446910858, -0.364308625459671, 0.10690981894731522, -0.38822871446609497, -0.15630903840065002, -0.2067003846168518, -0.09169723838567734, 0.12510721385478973, 0.10397316515445709, 0.23215855658054352, -0.4158112406730652, -0.16272692382335663, -0.05978461354970932, -0.07535994052886963, 0.052913129329681396, 0.08997412025928497, -0.0030088452622294426, 0.26059624552726746, 0.09814132004976273, 0.20250771939754486, -0.14942586421966553, -0.257180780172348, 0.10867112129926682, 0.004851095378398895, 0.11334997415542603, -0.2982102930545807, 0.18474480509757996, -0.08413936197757721, 0.03980117291212082, 0.0665995329618454, 0.07754461467266083, -0.0187099426984787, -0.05521470308303833, -0.2652023136615753, 0.10109234601259232, 0.028127852827310562, 0.07739312946796417, -0.23895534873008728, 0.34112030267715454, 0.06768577545881271, -0.0648270919919014, -0.12477283924818039, 0.12716619670391083, -0.1150241494178772, -0.0021644094958901405, -0.16876374185085297]"
DOID:3565,meningioma,21052,"[-0.02086509019136429, 0.005941653158515692, 0.10361374914646149, 0.1168881356716156, 0.14478787779808044, -0.20084625482559204, -0.4020131528377533, -0.25500279664993286, -0.13821883499622345, -0.05774710327386856, 0.0816333070397377, -0.3604726791381836, -0.15758362412452698, 0.23320776224136353, -0.2674836814403534, 0.2918245792388916, 0.177877739071846, 0.003140091896057129, -0.19372671842575073, 0.1818925142288208, -0.14391054213047028, -0.0996432676911354, 0.19608812034130096, 0.31395238637924194, -0.06692774593830109, -0.05119985714554787, 0.191437765955925, -0.11211393028497696, -0.27658629417419434, -0.16130541265010834, 0.3463965058326721, 0.10278131812810898, 0.15760350227355957, -0.011734552681446075, 0.11724529415369034, 0.06663016974925995, 0.06175560504198074, 0.1494690328836441, 0.020925655961036682, -0.2019859105348587, -0.2896312177181244, 0.13387972116470337, -0.08495249599218369, -0.06698531657457352, 0.08860114961862564, 0.015460395254194736, 0.11626351624727249, 0.17914935946464539, -0.191181018948555, -0.0011429116129875183, 0.03378625586628914, -0.13179892301559448, 0.19003595411777496, -0.225311279296875, 0.26974576711654663, 0.5380426645278931, 0.1275606006383896, 0.11590857803821564, -0.005697503685951233, -0.05400281772017479, -0.15576447546482086, 0.36441969871520996, -0.019585732370615005, -0.10669966787099838]"
DOID:10976,membranous glomerulonephritis,20946,"[0.06570302695035934, -0.2409765124320984, 0.29473066329956055, -0.4073389172554016, -0.32181498408317566, -0.10450287163257599, 0.10852915048599243, 0.05151907727122307, -0.20703020691871643, -0.17114709317684174, 0.11724226176738739, -0.05787873640656471, 0.06677810847759247, -0.22538629174232483, 0.07310568541288376, 0.06199806556105614, 0.10816258192062378, -0.3359340727329254, -0.08696772158145905, -0.3199390769004822, 0.2335594892501831, 0.1546056568622589, 0.1912979632616043, -0.06607575714588165, -0.018662746995687485, -0.06495921313762665, 0.015149980783462524, 0.1450384259223938, -0.08758164942264557, -0.3243052065372467, 0.3372999429702759, -0.17635875940322876, -0.15238359570503235, -0.15958166122436523, -0.08773490786552429, 0.06135793775320053, -0.22342297434806824, 0.18878062069416046, -0.11502331495285034, -0.10521154850721359, 0.02687026560306549, -0.10827439278364182, -0.32846683263778687, -0.19111867249011993, 0.186075359582901, 0.45229825377464294, -0.03726561367511749, -0.011115886270999908, -0.1785069704055786, 0.23029202222824097, 0.0017309412360191345, 0.015466034412384033, -0.015730589628219604, -0.0500296875834465, 0.00731631089001894, -0.04876275360584259, -0.12787222862243652, 0.1097932830452919, 0.07342462241649628, 0.27180781960487366, 0.19098469614982605, -0.09210135042667389, 0.4438191056251526, -0.021697815507650375]"
DOID:12930,dilated cardiomyopathy,20946,"[0.000008550472557544708, 0.0028183888643980026, 0.0660424679517746, 0.001865467056632042, -0.22505374252796173, -0.23213937878608704, 0.09752882272005081, 0.25761735439300537, -0.3403410315513611, 0.11377353221178055, 0.1855263113975525, -0.08035119622945786, 0.12852787971496582, -0.01154710166156292, 0.06588467210531235, -0.02494914084672928, 0.009263336658477783, -0.258412629365921, -0.14285102486610413, 0.06983292102813721, 0.07225986570119858, -0.1695278435945511, 0.25158095359802246, -0.19833903014659882, -0.23806068301200867, 0.27585092186927795, 0.012721145525574684, 0.1478375345468521, 0.1291448026895523, 0.2894045114517212, -0.06761294603347778, 0.1925908774137497, -0.020531829446554184, -0.05794598162174225, 0.1049928218126297, -0.014909965917468071, 0.17844784259796143, 0.19495423138141632, 0.311543345451355, 0.048415347933769226, 0.3884000778198242, -0.011920737102627754, -0.05332399904727936, 0.25919681787490845, -0.2853705883026123, -0.33325624465942383, -0.05974120646715164, 0.1576118916273117, -0.18968313932418823, 0.26527896523475647, -0.019498717039823532, -0.021053867414593697, 0.19583433866500854, 0.005950861610472202, -0.03302738070487976, -0.0498456247150898, -0.05839509889483452, 0.24813206493854523, 0.23383617401123047, -0.18205690383911133, -0.23875798285007477, -0.2541505694389343, -0.007449815981090069, 0.413290798664093]"
DOID:1725,peritoneum cancer,20994,"[0.10603444278240204, 0.20358946919441223, 0.08288982510566711, 0.0981360599398613, -0.006991952657699585, -0.130704864859581, -0.10448898375034332, 0.09966480731964111, 0.12999701499938965, -0.1287907361984253, 0.060543499886989594, 0.1878202259540558, -0.13142746686935425, -0.09452112019062042, -0.29979270696640015, -0.01919935829937458, -0.23849713802337646, 0.08208170533180237, -0.12401080131530762, -0.11458169668912888, -0.08090490847826004, -0.32611083984375, 0.021396631374955177, -0.005146634299308062, -0.07618297636508942, 0.1307196170091629, 0.016391566023230553, 0.2004837989807129, 0.10523615032434464, 0.02002321183681488, 0.03895123302936554, -0.20729093253612518, -0.10824646055698395, -0.26742053031921387, -0.19600175321102142, -0.021310120820999146, -0.011967524886131287, -0.05684598535299301, 0.34284159541130066, 0.16920484602451324, 0.375765323638916, 0.22465676069259644, -0.09145674109458923, 0.08582346141338348, 0.09472067654132843, 0.003261994570493698, 0.0379592590034008, 0.3848572075366974, -0.11496707797050476, 0.22102609276771545, 0.09950849413871765, -0.2276887148618698, 0.11836670339107513, 0.07709138095378876, 0.18224690854549408, 0.2849879264831543, 0.03238300234079361, 0.2047908455133438, -0.2886205315589905, 0.41871488094329834, 0.07989917695522308, -0.4493597149848938, 0.09468923509120941, 0.34926530718803406]"
DOID:14330,Parkinson's disease,21020,"[-0.011194422841072083, -0.23311586678028107, 0.16481207311153412, -0.15638011693954468, -0.16812069714069366, 0.1275806427001953, -0.33706134557724, 0.09490112960338593, -0.29344528913497925, 0.13222816586494446, 0.002208113670349121, 0.05281737446784973, -0.27538394927978516, 0.056845977902412415, -0.0032864308450371027, 0.06861327588558197, 0.03323681652545929, -0.12432398647069931, 0.20751221477985382, 0.19129283726215363, 0.1836685985326767, -0.23917576670646667, 0.04799289256334305, -0.22258983552455902, -0.07298462092876434, -0.023125872015953064, -0.07271870970726013, 0.017253151163458824, 0.2668757736682892, -0.0015186714008450508, 0.4115453362464905, -0.05914035439491272, 0.16223692893981934, 0.18063902854919434, 0.3971875011920929, 0.0105142155662179, -0.1148286759853363, 0.17362472414970398, -0.06268041580915451, 0.015653958544135094, -0.028556544333696365, 0.14402636885643005, -0.09910263121128082, 0.3629409372806549, 0.03581994026899338, -0.05228787660598755, -0.12691044807434082, 0.2239832878112793, -0.019618360325694084, -0.026976346969604492, 0.12304144352674484, 0.03342486172914505, 0.06394648551940918, -0.14256665110588074, 0.3386099636554718, 0.07083161175251007, 0.03243765980005264, 0.1290740966796875, 0.07644367218017578, 0.31405848264694214, 0.1529233157634735, 0.1252875179052353, -0.09526881575584412, -0.2160298228263855]"
DOID:10021,duodenum cancer,20951,"[0.06351904571056366, 0.10080356895923615, 0.39440393447875977, 0.08601196110248566, -0.11230833828449249, -0.03475569933652878, 0.14495325088500977, -0.3887850344181061, 0.17704421281814575, -0.06163696199655533, 0.45273277163505554, -0.05433215945959091, -0.18323439359664917, -0.12495741248130798, -0.0005390942096710205, 0.393532931804657, -0.16020241379737854, -0.06458684802055359, -0.13823606073856354, -0.28205978870391846, -0.0738208070397377, -0.13860511779785156, -0.049824848771095276, -0.15598776936531067, -0.06296135485172272, 0.04831691086292267, 0.14603084325790405, -0.15070199966430664, -0.009593631140887737, -0.2806730270385742, 0.010752585716545582, -0.04306155815720558, 0.1951678842306137, 0.1577792465686798, 0.027766572311520576, 0.1669827103614807, 0.06595079600811005, -0.028461867943406105, 0.1754218339920044, -0.08586899936199188, -0.0007297620177268982, -0.25417959690093994, 0.13762560486793518, 0.0254476610571146, -0.03880254551768303, -0.136686310172081, 0.042489126324653625, -0.1512458324432373, -0.13471561670303345, 0.4116295874118805, 0.003925499506294727, -0.19547516107559204, -0.14497891068458557, 0.5017973184585571, 0.3004867732524872, -0.2691565752029419, 0.020741015672683716, 0.07268800586462021, 0.11336163431406021, 0.21761061251163483, -0.015213780105113983, -0.34413617849349976, 0.05458826571702957, -0.25982457399368286]"
DOID:11615,penile cancer,20994,"[0.18332163989543915, -0.08934330940246582, -0.1734611541032791, 0.031097128987312317, -0.01126793771982193, 0.17993676662445068, 0.0015496162232011557, -0.4029393792152405, 0.14177756011486053, -0.13147234916687012, -0.2117510735988617, 0.12738420069217682, -0.18302248418331146, -0.008551937527954578, -0.05306566506624222, 0.22089579701423645, -0.008282439783215523, -0.25783783197402954, -0.2268623560667038, -0.015141977928578854, 0.08714467287063599, 0.213642418384552, 0.054350823163986206, 0.0481894314289093, -0.2191770225763321, -0.22143962979316711, -0.03974558413028717, 0.17755061388015747, -0.18660414218902588, -0.2269604355096817, -0.0966206043958664, -0.23192481696605682, 0.05302733927965164, 0.003664188552647829, -0.08561863750219345, -0.03942292928695679, -0.0074529279954731464, 0.4475449025630951, -0.04216107726097107, 0.00305225420743227, 0.12967030704021454, 0.0017251601675525308, 0.000059029931435361505, -0.21756620705127716, -0.2364327609539032, 0.19353385269641876, -0.040098220109939575, -0.04383781552314758, -0.2317093163728714, -0.27155449986457825, 0.05892910808324814, 0.04698464274406433, 0.13691207766532898, -0.19021518528461456, -0.0014365003444254398, -0.3731452524662018, -0.13860949873924255, 0.039453525096178055, 0.03846824914216995, -0.0010881931520998478, 0.05133061483502388, 0.142955482006073, 0.27339765429496765, 0.4023926556110382]"
DOID:11612,polycystic ovary syndrome,20949,"[-0.15103760361671448, -0.08310651779174805, 0.00981643795967102, -0.13299719989299774, 0.05387813225388527, 0.2015257328748703, 0.00962591078132391, 0.009280018508434296, -0.06750694662332535, 0.030853629112243652, 0.11603531241416931, -0.23289449512958527, 0.1675661951303482, -0.034085214138031006, 0.091698557138443, -0.013325139880180359, -0.23182225227355957, 0.0639633908867836, -0.07182783633470535, -0.22070090472698212, -0.028873488306999207, -0.26348599791526794, -0.16937212646007538, -0.35481324791908264, 0.35786646604537964, 0.23681947588920593, 0.033762961626052856, 0.008252249099314213, -0.046611636877059937, -0.0651029646396637, -0.026102609932422638, 0.008012143895030022, -0.05477270483970642, -0.16968601942062378, 0.043100327253341675, 0.0953034833073616, -0.03858804330229759, -0.07485158741474152, -0.004923790693283081, 0.09450719505548477, -0.012278029695153236, -0.25993260741233826, 0.05429679900407791, 0.23538917303085327, -0.03469737619161606, -0.16858676075935364, 0.06532862037420273, 0.002872452139854431, -0.19630859792232513, 0.20531651377677917, -0.2098112851381302, -0.030838947743177414, 0.07220590114593506, -0.08180292695760727, 0.16080701351165771, -0.11157253384590149, 0.36392608284950256, 0.2194763869047165, 0.13753709197044373, 0.2653607726097107, 0.2281271517276764, -0.5236186385154724, -0.14620010554790497, -0.21452315151691437]"
DOID:13241,Behcet's disease,21074,"[-0.18449637293815613, 0.3312854468822479, -0.165690615773201, -0.06354492902755737, -0.1834476888179779, -0.09363871812820435, -0.062007270753383636, -0.06657973676919937, -0.1212521642446518, -0.06998218595981598, -0.10895537585020065, -0.060778599232435226, -0.02941266819834709, -0.20444944500923157, 0.2789338231086731, 0.05823559686541557, -0.038033485412597656, -0.3128555715084076, -0.06764035671949387, -0.04787667840719223, 0.07470140606164932, -0.5216199159622192, -0.12592820823192596, -0.0016104541718959808, -0.32303866744041443, 0.055791646242141724, 0.22524136304855347, 0.28550049662590027, 0.09334041178226471, 0.11289267987012863, 0.030512001365423203, -0.08666636794805527, -0.06539896130561829, -0.18501651287078857, -0.02129664644598961, -0.07617359608411789, -0.0010074526071548462, 0.136418879032135, -0.5302531719207764, 0.04796353727579117, 0.3432009220123291, -0.11840401589870453, 0.07681582868099213, -0.054692342877388, -0.16682100296020508, 0.09562049806118011, -0.45686447620391846, -0.12773703038692474, -0.2959196865558624, 0.04063991457223892, -0.1280784159898758, -0.016112999990582466, 0.0870143249630928, -0.04159950464963913, -0.35662972927093506, -0.19822314381599426, 0.06054568290710449, 0.10445858538150787, 0.1638566255569458, 0.3075540065765381, 0.19570206105709076, -0.14472995698451996, 0.029547177255153656, -0.05424607917666435]"
DOID:1245,vulva cancer,20994,"[0.08071242272853851, 0.06584399938583374, 0.02493627369403839, -0.2469228357076645, -0.05204153060913086, -0.03050193563103676, -0.1450333297252655, 0.3897984027862549, 0.1545701026916504, 0.34199172258377075, -0.08366358280181885, -0.16512079536914825, 0.12220557779073715, -0.23241330683231354, -0.14907139539718628, 0.019573010504245758, 0.09926339238882065, 0.09099986404180527, -0.016121987253427505, -0.135307177901268, -0.06113622337579727, 0.2507588863372803, 0.03144935891032219, 0.04036828503012657, -0.12422747910022736, 0.023640889674425125, 0.3085275888442993, -0.21541666984558105, 0.3165596127510071, -0.06970541179180145, 0.05105646699666977, -0.11119809001684189, 0.17170119285583496, 0.19893334805965424, 0.4643075168132782, -0.00873227883130312, -0.033688127994537354, 0.31225794553756714, 0.03888920322060585, 0.1571967899799347, -0.12328185141086578, -0.19236597418785095, 0.0908074900507927, 0.21584589779376984, -0.08474104106426239, 0.12086516618728638, -0.21381434798240662, 0.2141793668270111, -0.2703983187675476, 0.14495645463466644, 0.1752621829509735, 0.05710727721452713, 0.011593393981456757, -0.12603303790092468, 0.05017048865556717, -0.0630485862493515, 0.16396328806877136, 0.08431702852249146, -0.24465706944465637, 0.19044138491153717, 0.0621829628944397, 0.012687353417277336, 0.0915558859705925, 0.21309751272201538]"
DOID:9074,systemic lupus erythematosus,21074,"[-0.24083198606967926, 0.005686283111572266, 0.11880004405975342, 0.06258177012205124, -0.23849019408226013, -0.03933199122548103, -0.051972076296806335, -0.20137903094291687, 0.1295469105243683, -0.07042007148265839, -0.06256675720214844, 0.03265802562236786, 0.0491693951189518, -0.12519440054893494, -0.026688167825341225, -0.016162827610969543, 0.2920992374420166, -0.14990535378456116, -0.2604915201663971, 0.11064276099205017, 0.16771122813224792, -0.3617435097694397, -0.025508902966976166, -0.0012519527226686478, 0.058321960270404816, -0.0672123059630394, -0.06359221041202545, -0.017968907952308655, 0.0073365718126297, -0.036442335695028305, -0.027766339480876923, 0.035888172686100006, 0.14920607209205627, 0.029524732381105423, -0.13186082243919373, -0.07098321616649628, -0.037108827382326126, -0.10558870434761047, -0.0912310853600502, -0.11095298826694489, 0.04294814169406891, -0.36506980657577515, 0.042152389883995056, -0.11854793131351471, -0.22679084539413452, 0.009262513369321823, -0.17184068262577057, 0.10050172358751297, -0.2566239833831787, 0.21012894809246063, 0.05343698710203171, 0.20847266912460327, 0.22715269029140472, -0.02656622976064682, 0.3142092227935791, -0.2264198362827301, 0.3786219656467438, 0.3946601152420044, -0.03750291466712952, 0.19412843883037567, -0.09876362234354019, -0.1402960866689682, 0.1804983764886856, -0.03223801404237747]"
DOID:635,acquired immunodeficiency syndrome,21074,"[-0.11366137862205505, 0.10535832494497299, -0.11107337474822998, -0.030049368739128113, -0.32670289278030396, -0.20801709592342377, -0.2128773033618927, -0.08286304026842117, -0.31270238757133484, -0.04857585206627846, -0.019957665354013443, -0.025135107338428497, -0.2681410312652588, -0.23858855664730072, -0.11279334127902985, 0.2111983299255371, -0.11224159598350525, 0.09190285205841064, -0.004116475582122803, 0.11005786806344986, 0.045298993587493896, -0.09942626953125, -0.23830758035182953, -0.08472742140293121, 0.08912573009729385, 0.03363718092441559, -0.24695931375026703, 0.05928695201873779, 0.0017751120030879974, -0.005030587315559387, -0.14844384789466858, -0.025935284793376923, -0.16096358001232147, 0.01986866444349289, -0.14140096306800842, -0.21163740754127502, -0.2904595136642456, 0.0946756899356842, -0.08161257207393646, -0.2041589617729187, -0.5754731297492981, -0.053890474140644073, 0.049602385610342026, -0.04239440709352493, 0.05850411579012871, 0.17788565158843994, -0.4026128947734833, 0.12972746789455414, -0.01948295533657074, 0.017078028991818428, -0.08643020689487457, -0.04627858102321625, -0.09480676800012589, 0.06588433682918549, 0.15543070435523987, 0.25400739908218384, 0.06820939481258392, 0.0017791315913200378, 0.26418304443359375, -0.012109145522117615, 0.520963191986084, -0.1493488848209381, 0.20147506892681122, -0.005307033658027649]"
DOID:10811,nasal cavity cancer,4142,"[0.22792114317417145, 0.3271612823009491, 0.21320070326328278, -0.11396057158708572, -0.11396057158708572, -0.11396057158708572, -0.3271612823009491, 0.0, -0.21320070326328278, -0.11396057158708572, 0.0, 0.0, -0.09924013167619705, -0.11396057158708572, 0.09924013167619705, 0.0, 0.3271612823009491, -0.11396057158708572, 0.11396057158708572, 0.11396057158708572, -0.21320070326328278, -0.3271612823009491, 0.0, 0.22792114317417145, 0.11396057158708572, 0.22792114317417145, -0.21320070326328278, -0.22792114317417145, 0.0, -0.09924013167619705, 0.0, -0.21320070326328278, 0.11396057158708572, 0.0, 0.21320070326328278, 0.22792114317417145, -0.3271612823009491, -0.128681018948555, 0.21320070326328278, 0.09924013167619705, 0.11396057158708572, 0.0, 0.22792114317417145, -0.21320070326328278, -0.11396057158708572, -0.09924013167619705, 0.0, 0.09924013167619705, 0.11396057158708572, 0.21320070326328278, -0.11396057158708572, 0.0, 0.11396057158708572, 0.11396057158708572, 0.3271612823009491, -0.22792114317417145, 0.0, 0.11396057158708572, 0.22792114317417145, -0.11396057158708572, 0.11396057158708572, 0.11396057158708572, 0.22792114317417145, 0.0]"
DOID:7147,ankylosing spondylitis,21074,"[-0.10809250175952911, -0.409709632396698, 0.09689534455537796, 0.043633077293634415, 0.2103326916694641, -0.077308788895607, -0.11114855110645294, -0.10521282255649567, 0.09236681461334229, -0.12281352281570435, -0.11454331129789352, 0.01643025502562523, 0.04993489012122154, -0.46892741322517395, -0.34978535771369934, -0.003955632448196411, -0.4074486792087555, -0.29782596230506897, -0.28843557834625244, -0.09630254656076431, 0.15715813636779785, -0.08068938553333282, 0.23770929872989655, 0.23114022612571716, 0.20814001560211182, -0.007601023651659489, 0.039103809744119644, 0.2788222134113312, 0.0003529209643602371, -0.33217915892601013, -0.02111981064081192, -0.09787038713693619, 0.23718704283237457, -0.2661043107509613, -0.18135464191436768, -0.2077191323041916, -0.07006679475307465, 0.10095259547233582, -0.5579911470413208, 0.15739449858665466, -0.10895217955112457, -0.050923511385917664, 0.2989204525947571, -0.1410636007785797, 0.035837337374687195, 0.02962687984108925, -0.20149818062782288, -0.16976560652256012, -0.3954748511314392, 0.28015828132629395, 0.11204752326011658, 0.023624930530786514, 0.06519963592290878, -0.07854803651571274, -0.03129249066114426, -0.28242579102516174, 0.14603134989738464, -0.16774167120456696, -0.03933878242969513, 0.05359543859958649, 0.20138828456401825, -0.12629136443138123, 0.0630052238702774, -0.006654761731624603]"
DOID:5408,Paget's disease of bone,21071,"[-0.08602892607450485, -0.027570247650146484, -0.1073596328496933, -0.16828930377960205, 0.030814945697784424, -0.19320037961006165, -0.15779854357242584, -0.2004740685224533, -0.018585748970508575, -0.13690540194511414, 0.07275018095970154, 0.08272510021924973, 0.37956172227859497, 0.11922990530729294, 0.36926907300949097, 0.10585599392652512, -0.239069402217865, -0.07960786670446396, -0.15375764667987823, -0.06679412722587585, -0.10230130702257156, -0.15559828281402588, -0.12262923270463943, 0.07258859276771545, -0.01859615370631218, 0.05065634846687317, -0.2177894562482834, 0.017095770686864853, -0.13223318755626678, -0.0953327864408493, -0.30836594104766846, -0.15935875475406647, 0.2977408468723297, -0.20373965799808502, 0.1084967628121376, -0.1983262300491333, -0.03396394103765488, 0.1082293689250946, 0.06828106939792633, -0.11921697854995728, 0.04615283012390137, -0.18005478382110596, -0.1919001042842865, -0.13811220228672028, -0.10845169425010681, 0.07822108268737793, 0.2723759412765503, -0.05950753018260002, -0.30706948041915894, -0.19382037222385406, 0.2821826934814453, -0.03954899311065674, -0.09770829975605011, 0.07011250406503677, 0.20222784578800201, -0.078879714012146, -0.07977645099163055, 0.19788393378257751, 0.2113562822341919, -0.07743187248706818, 0.09807747602462769, 0.2871718406677246, 0.015038378536701202, -0.2627999484539032]"
